ID,Fitness,gene 0,gene 1,gene 2,gene 3,gene 4,gene 5,gene 6,gene 7,gene 8,gene 9,gene 10,gene 11,gene 12,gene 13
0,0.8787224,0.031021476,0.61862814,-0.28090757,0.07862759,-0.29951423,-0.101402104,0.40121222,0.4809829,-0.49322945,-0.86648655,0.22019577,-0.8840614,0.6035725,0.9536538
1,0.8420664,-0.3355332,0.61862814,-0.98128337,0.07862759,-0.29951423,-0.08935046,0.40121222,-0.07140517,-0.49322945,-0.86648655,0.76279485,-0.591511,-0.35982555,0.9536538
2,0.9267094,-0.3355332,0.61862814,-0.98128337,0.07862759,0.1458174,-0.08935046,0.40121222,-0.07140517,-0.49322945,0.56110203,0.22019577,-0.8840614,-0.19815129,0.9536538
3,0.9431902,-0.3355332,0.61862814,-0.98128337,0.07862759,0.1458174,-0.08935046,0.40121222,0.4809829,-0.49322945,-0.86648655,0.22019577,-0.591511,0.6035725,0.9536538
4,0.93039083,-0.3355332,0.61862814,-0.98128337,0.07862759,-0.07612383,-0.08935046,0.40121222,-0.07140517,-0.49322945,-0.86648655,0.22019577,-0.8840614,-0.19815129,0.9536538
5,0.9301248,-0.3355332,0.61862814,-0.98128337,0.07862759,-0.07612383,-0.08935046,0.40121222,-0.07140517,-0.49322945,-0.2642647,0.22019577,-0.8840614,0.6035725,0.9536538
6,0.93540215,-0.3355332,0.61862814,-0.98128337,0.07862759,-0.07612383,-0.08935046,0.08674824,-0.07140517,-0.49322945,-0.2642647,0.22019577,-0.8840614,0.6035725,0.9536538
7,0.9447406,-0.3355332,0.61862814,-0.98128337,0.07862759,0.1458174,-0.08935046,0.08674824,0.4809829,-0.8579404,-0.2642647,0.22019577,-0.8840614,-0.19815129,0.9536538
8,0.91409445,-0.3355332,0.61862814,-0.98128337,0.07862759,-0.07612383,-0.08935046,0.08674824,-0.07140517,-0.8579404,-0.2642647,0.22019577,-0.8840614,-0.19815129,0.9536538
9,0.93707156,-0.3355332,0.61862814,-0.28090757,0.07862759,-0.07612383,-0.08935046,0.08674824,-0.07140517,-0.8579404,-0.2642647,0.22019577,-0.591511,-0.19815129,0.9536538
10,0.87543654,-0.3355332,0.61862814,-0.5970979,0.07862759,-0.07612383,-0.08935046,0.08674824,-0.07140517,-0.8579404,-0.2642647,0.22019577,-0.8840614,-0.19815129,0.9536538
11,0.94236207,-0.3355332,0.61862814,-0.28090757,0.07862759,-0.07612383,-0.08935046,0.08674824,-0.07140517,-0.8579404,-0.2642647,0.22019577,-0.8840614,-0.19815129,0.9536538
