ID,Fitness,gene 0,gene 1,gene 2,gene 3,gene 4,gene 5,gene 6,gene 7,gene 8,gene 9,gene 10,gene 11,gene 12,gene 13
0,0.94531935,0.67903614,-0.024862766,-0.6681977,-0.07674217,0.118489504,0.33562207,0.13337946,0.29389584,-0.7846075,-0.640381,0.18948829,-0.5566947,-0.30735618,0.97087073
1,0.94023216,-0.2041257,0.53684556,-0.6681977,-0.07674217,0.118489504,0.33562207,0.13337946,0.29389584,-0.7846075,-0.640381,0.18948829,0.5165204,-0.30735618,0.97087073
2,0.93720067,0.67903614,-0.024862766,-0.9207147,-0.07674217,0.118489504,0.33562207,0.13337946,0.29389584,-0.7846075,-0.26138484,0.18948829,0.5165204,-0.30735618,0.97087073
3,0.94524956,-0.15836132,0.53684556,-0.9207147,-0.07674217,0.118489504,0.33562207,0.13337946,0.29389584,-0.7846075,-0.26138484,0.18948829,0.5165204,-0.30735618,0.97087073
4,0.9389183,0.67903614,0.53684556,-0.9207147,-0.07674217,0.118489504,0.33562207,0.13337946,0.29389584,-0.7846075,-0.36199266,0.18948829,-0.5566947,-0.30735618,0.97087073
5,0.94126123,-0.15836132,0.53684556,-0.6681977,-0.07674217,0.118489504,0.33562207,0.13337946,0.29389584,-0.7846075,-0.640381,0.18948829,-0.5566947,0.06731546,0.97087073
6,0.9414212,-0.15836132,-0.024862766,-0.9207147,-0.07674217,0.118489504,0.33562207,0.13337946,0.29389584,-0.7846075,-0.26138484,0.18948829,-0.5566947,-0.30735618,0.97087073
7,0.9492852,-0.15836132,0.53684556,-0.9207147,-0.07674217,0.118489504,0.33562207,0.13337946,0.29389584,-0.7846075,-0.26138484,0.18948829,-0.5566947,0.06731546,0.97087073
8,0.9418085,-0.15836132,0.53684556,-0.9207147,-0.07674217,0.118489504,0.33562207,0.13337946,0.29389584,-0.7846075,-0.36199266,0.18948829,-0.5566947,0.06731546,0.97087073
9,0.9441547,-0.15836132,0.53684556,-0.9207147,-0.07674217,0.118489504,0.33562207,0.13337946,0.29389584,-0.7846075,-0.36199266,0.18948829,0.5165204,0.06731546,0.97087073
10,0.9444554,-0.15836132,0.53684556,-0.9207147,-0.07674217,0.118489504,0.33562207,0.13337946,0.29389584,-0.7846075,-0.36199266,0.18948829,-0.5566947,0.06731546,0.97087073
11,0.9372019,-0.15836132,0.53684556,-0.9207147,-0.07674217,0.118489504,0.33562207,0.56662846,0.29389584,-0.7846075,-0.36199266,0.18948829,0.5165204,0.06731546,0.97087073
12,0.9399008,0.637813,-0.38334334,-0.9207147,-0.07674217,0.118489504,0.33562207,0.13337946,0.29389584,-0.7846075,-0.36199266,0.18948829,0.5165204,0.06731546,0.97087073
13,0.88907117,-0.15836132,-0.38334334,-0.9207147,-0.07674217,-0.36206472,0.33562207,0.600827,0.29389584,-0.7846075,-0.36199266,0.18948829,-0.58446157,0.06731546,0.97087073
14,0.9208614,0.637813,0.53684556,-0.9207147,-0.07674217,-0.36206472,0.33562207,0.13337946,0.29389584,-0.7846075,-0.26138484,0.32119787,-0.5566947,0.06731546,0.97087073
15,0.8955946,0.637813,-0.38334334,-0.9207147,-0.07674217,-0.36206472,0.33562207,0.600827,0.29389584,-0.7846075,-0.36199266,0.18948829,-0.5566947,0.06731546,0.97087073
16,0.90794766,-0.15836132,-0.38334334,-0.9207147,-0.07674217,-0.36206472,0.5043467,0.600827,0.5917201,-0.7846075,-0.36199266,0.32119787,-0.58446157,0.06731546,0.97087073
17,0.9094813,0.637813,-0.38334334,-0.9207147,-0.07674217,-0.36206472,0.33562207,0.600827,0.5917201,-0.7846075,-0.36199266,0.32119787,-0.58446157,0.06731546,0.97087073
18,0.9005177,0.637813,0.53684556,-0.9207147,-0.07674217,-0.36206472,0.5043467,0.600827,0.5917201,-0.7846075,-0.36199266,0.32119787,-0.5566947,0.06731546,0.97087073
19,0.93386674,-0.15836132,-0.38334334,-0.9207147,-0.07674217,-0.36206472,0.676564,0.600827,0.5917201,-0.7846075,-0.26138484,0.32119787,-0.5566947,0.06731546,0.97087073
