ID,Fitness,gene 0,gene 1,gene 2,gene 3,gene 4,gene 5,gene 6,gene 7,gene 8,gene 9,gene 10,gene 11,gene 12,gene 13
0,0.9184871,-0.55543435,-0.18901008,-0.8137567,0.43702567,0.15257275,0.33112288,0.742391,0.4535843,-0.6697532,-0.9410847,0.06981492,0.8623258,0.3337711,0.9259821
1,0.8911703,-0.55543435,0.1621232,-0.8137567,0.43702567,0.15257275,0.33112288,0.742391,0.4535843,-0.6697532,-0.9410847,0.21225429,0.8623258,0.3337711,0.9259821
2,0.89511454,-0.55543435,0.1621232,-0.8137567,0.43702567,0.15257275,0.33112288,0.742391,0.1205045,-0.6697532,-0.9410847,0.21225429,0.8623258,-0.1402868,0.9259821
3,0.91644496,-0.55543435,0.1621232,-0.8137567,0.1667682,0.15257275,0.33112288,0.742391,0.4535843,-0.9576617,-0.9410847,0.21225429,0.8623258,0.3337711,0.98573935
4,0.84380925,0.55687857,-0.18901008,-0.8137567,0.568318,0.15257275,0.33112288,0.742391,0.4535843,-0.6697532,-0.9410847,0.21225429,0.8623258,0.3337711,0.9259821
5,0.93171245,0.55687857,0.1621232,-0.8137567,0.1667682,-0.023663819,0.1715926,0.742391,0.4535843,-0.9576617,0.5570141,0.21225429,0.77080715,-0.46506673,0.9259821
6,0.9397485,0.55687857,-0.73091215,-0.8137567,0.1667682,-0.023663819,0.33112288,0.742391,0.1205045,-0.9576617,-0.9410847,0.21225429,0.8623258,-0.1402868,0.98573935
7,0.93406355,-0.2933095,0.1621232,-0.8137567,0.1667682,0.15257275,0.1715926,0.742391,0.1205045,-0.9576617,0.5570141,0.21225429,0.77080715,-0.1402868,0.98573935
8,0.93755656,-0.2933095,0.1621232,-0.8137567,0.1667682,-0.023663819,0.1715926,0.742391,0.4535843,-0.9576617,0.5570141,0.21225429,0.6173049,-0.1402868,0.9259821
9,0.6875933,0.55687857,-0.73091215,-0.8137567,0.1667682,-0.023663819,0.1715926,0.742391,0.1205045,-0.9576617,-0.9410847,0.21225429,0.77080715,-0.46506673,0.98573935
10,0.94522643,0.55687857,-0.73091215,-0.8137567,0.1667682,-0.023663819,0.1715926,0.742391,0.1205045,-0.9576617,-0.9410847,0.21225429,0.77080715,-0.46506673,0.98573935
11,0.94494903,0.55687857,-0.73091215,-0.8137567,0.1667682,-0.023663819,0.1715926,0.742391,0.1205045,-0.9576617,-0.9410847,0.21225429,0.77080715,-0.46506673,0.98573935
12,0.9428886,0.55687857,-0.73091215,-0.8137567,0.1667682,-0.023663819,0.1715926,0.742391,0.1205045,-0.9576617,0.5570141,0.21225429,0.77080715,-0.46506673,0.98573935
13,0.94254786,0.55687857,-0.73091215,-0.8137567,0.1667682,-0.023663819,0.1715926,0.742391,0.1205045,-0.9576617,-0.9410847,0.21225429,0.77080715,-0.46506673,0.98573935
14,0.94476295,0.55687857,-0.73091215,-0.8137567,0.1667682,-0.023663819,0.1715926,0.742391,0.1205045,-0.9576617,0.5570141,0.21225429,0.77080715,-0.46506673,0.98573935
15,0.942609,0.55687857,-0.73091215,-0.8137567,0.1667682,-0.023663819,0.1715926,0.742391,0.1205045,-0.9576617,0.5570141,0.21225429,0.77080715,-0.46506673,0.98573935
16,0.94260806,0.55687857,-0.73091215,-0.8137567,0.1667682,-0.023663819,0.1715926,0.742391,0.1205045,-0.9576617,0.5570141,0.21225429,0.77080715,-0.46506673,0.98573935
17,0.94366914,0.55687857,-0.73091215,-0.8137567,0.1667682,-0.023663819,0.1715926,0.742391,0.1205045,-0.9576617,0.5570141,0.21225429,0.77080715,-0.46506673,0.98573935
18,0.9414765,0.55687857,-0.73091215,-0.8137567,0.1667682,-0.023663819,0.1715926,0.742391,0.1205045,-0.9576617,0.5570141,0.21225429,0.77080715,-0.46506673,0.98573935
19,0.9465208,0.55687857,-0.73091215,-0.8137567,0.1667682,-0.023663819,0.1715926,0.742391,0.1205045,-0.9576617,0.5570141,0.21225429,0.6173049,-0.46506673,0.98573935
20,0.94450843,0.55687857,-0.73091215,-0.8137567,0.1667682,-0.023663819,0.1715926,0.742391,0.1205045,-0.9576617,0.5570141,0.21225429,0.77080715,-0.46506673,0.98573935
21,0.9425918,0.55687857,-0.73091215,-0.8137567,0.1667682,-0.023663819,0.1715926,0.742391,0.1205045,-0.9576617,0.5570141,0.21225429,0.77080715,-0.46506673,0.98573935
22,0.70829976,0.55687857,-0.73091215,-0.8137567,0.1667682,-0.023663819,0.1715926,0.742391,0.1205045,-0.9576617,0.5570141,0.21225429,0.23914874,-0.46506673,0.98573935
23,0.94196373,0.55687857,-0.73091215,-0.8137567,0.1667682,-0.023663819,0.1715926,0.742391,0.1205045,-0.9576617,0.5570141,0.21225429,0.23914874,-0.46506673,0.98573935
24,0.94471925,0.55687857,-0.4846183,-0.8137567,0.1667682,-0.023663819,0.1715926,0.742391,0.1205045,-0.8760559,0.5570141,0.21225429,0.77080715,-0.46506673,0.98573935
25,0.94342524,0.55687857,-0.73091215,-0.8137567,0.1667682,-0.023663819,0.1715926,0.742391,0.1205045,-0.9576617,0.5570141,0.21225429,0.77080715,-0.46506673,0.98573935
26,0.92669696,0.55687857,-0.73091215,-0.8137567,0.1667682,-0.08410019,0.1715926,0.742391,0.1205045,-0.9576617,0.5570141,0.21225429,0.23914874,-0.92371094,0.98573935
27,0.90872014,0.55687857,-0.4846183,0.8226023,0.1667682,-0.08410019,0.1715926,0.742391,0.1205045,-0.8760559,0.5570141,0.0078086853,0.77080715,-0.46506673,0.98573935
