Generation,Maximum Fitness,Average Fitness,Variance
0,0.95179015,0.15250516,0.35382846
1,0.95179015,0.1290173,0.34102327
2,0.95179015,0.19244686,0.31353486
3,0.95179015,0.20483835,0.29944935
4,0.95179015,0.16695745,0.27951908
5,0.95179015,0.1923416,0.32094
6,0.95179015,0.11749998,0.3440576
7,0.95179015,0.16294464,0.32929713
8,0.95179015,0.15505387,0.24566436
9,0.95179015,0.19388306,0.25067806
10,0.95179015,0.14774,0.33591065
11,0.95179015,0.12377883,0.3202872
12,0.95179015,0.2147627,0.22370917
13,0.95179015,0.21394244,0.249959
14,0.95179015,0.22762766,0.28489345
15,0.95179015,0.2300447,0.25932804
16,0.95179015,0.27343062,0.2578581
17,0.95179015,0.26067752,0.27771357
18,0.95179015,0.26722482,0.26834568
19,0.95179015,0.26435292,0.22862144
20,0.95179015,0.23985052,0.2876684
21,0.95179015,0.32779336,0.17663081
22,0.95179015,0.35249382,0.17789024
23,0.95179015,0.29868892,0.265323
24,0.95179015,0.27192327,0.32156047
25,0.95179015,0.342935,0.24294819
26,0.95179015,0.34257808,0.23804893
27,0.95179015,0.34100255,0.23927328
28,0.95179015,0.33867404,0.2550264
29,0.95179015,0.27564132,0.31707567
30,0.95179015,0.30700624,0.28321788
31,0.95179015,0.3148663,0.3249163
32,0.95179015,0.35712844,0.27238533
33,0.95179015,0.39284706,0.21835874
34,0.95179015,0.46001628,0.14680374
35,0.95179015,0.49632877,0.09864731
36,0.95179015,0.52470565,0.10706503
37,0.95179015,0.5056293,0.14479238
38,0.95179015,0.49193004,0.1566126
39,0.95179015,0.5229891,0.13639812
40,0.95179015,0.51175255,0.10929315
41,0.95179015,0.51329017,0.105928265
42,0.95179015,0.50226593,0.11610224
43,0.95179015,0.5066334,0.1005687
44,0.95179015,0.5390047,0.08416866
45,0.95179015,0.53752714,0.10790229
46,0.95179015,0.50071335,0.13967746
47,0.95179015,0.5512914,0.10722225
48,0.95179015,0.47181866,0.16845629
49,0.95179015,0.45009285,0.19756317
50,0.95179015,0.5451195,0.15610762
51,0.95179015,0.5745031,0.103297815
52,0.95179015,0.5403296,0.13041791
