Generation,Maximum Fitness,Average Fitness,Variance
0,0.78848046,0.072690934,0.20609355
1,0.78848046,0.07671619,0.1712257
2,0.78848046,0.057069473,0.2564905
3,0.78848046,0.06837525,0.2662315
4,0.78848046,0.14103928,0.21776842
5,0.78848046,0.16760825,0.17319818
6,0.78848046,0.21972474,0.14884351
7,0.78848046,0.17410076,0.17938134
8,0.78870404,0.22828028,0.13465093
9,0.78870404,0.2181998,0.12857871
10,0.78870404,0.19126736,0.16570814
11,0.78870404,0.17650378,0.16595785
12,0.78870404,0.21565105,0.14475691
13,0.78870404,0.218954,0.14226286
14,0.78870404,0.19325502,0.21405303
15,0.78870404,0.19103079,0.21419589
16,0.78870404,0.22123125,0.20652983
17,0.78870404,0.21672289,0.19785912
18,0.78870404,0.22678626,0.20672686
19,0.78870404,0.2557022,0.18195151
20,0.78870404,0.30194214,0.1303452
21,0.78870404,0.31005594,0.13469179
22,0.78870404,0.3188573,0.12269405
23,0.78870404,0.35016605,0.09802934
24,0.78971803,0.37293923,0.115249366
25,0.78971803,0.3479275,0.13594612
26,0.78971803,0.28661814,0.20867674
27,0.78971803,0.3369275,0.19453984
28,0.78971803,0.3509564,0.19697714
29,0.78971803,0.4041484,0.20401996
30,0.78971803,0.40240026,0.15132919
31,0.78971803,0.41368636,0.097298756
32,0.78971803,0.4413925,0.08708283
33,0.78971803,0.42826045,0.13873938
34,0.78971803,0.44417268,0.123296015
35,0.78971803,0.43775558,0.16739601
36,0.78971803,0.48175445,0.100125186
37,0.8098044,0.4387204,0.16855042
38,0.8098044,0.4669999,0.12587136
39,0.82305455,0.43117863,0.17892964
40,0.82305455,0.4196761,0.181936
41,0.82305455,0.45249832,0.1479707
42,0.8247109,0.43804854,0.14679202
43,0.8247109,0.38769123,0.23714928
44,0.8247109,0.4010988,0.219655
45,0.8247109,0.44522983,0.15797573
46,0.8247109,0.40439415,0.16292995
47,0.8247109,0.37986276,0.25060052
48,0.8247109,0.43136823,0.21613286
49,0.8247109,0.48610893,0.16141808
50,0.8247109,0.5081246,0.12711121
51,0.8247109,0.50107324,0.13097182
52,0.8247109,0.44911137,0.2507374
53,0.8247109,0.47629905,0.21447779
54,0.8247109,0.4814943,0.24539262
55,0.8247109,0.4508034,0.22455764
56,0.84260553,0.5183166,0.18393765
57,0.84260553,0.48459914,0.15924768
58,0.84260553,0.5489973,0.1290506
59,0.84260553,0.52885,0.13559031
60,0.84260553,0.5335733,0.17436107
61,0.84260553,0.52905387,0.1611846
62,0.84260553,0.55806535,0.11996981
63,0.84260553,0.57362694,0.087774344
64,0.84260553,0.5602238,0.13792941
65,0.84260553,0.64057565,0.04301077
66,0.84260553,0.593181,0.10372285
67,0.84260553,0.5485625,0.14471808
68,0.84260553,0.6301751,0.07942973
69,0.8549825,0.6311383,0.08857767
70,0.8783529,0.5840274,0.13410774
71,0.8783529,0.60032225,0.11066178
72,0.8783529,0.6137177,0.12115623
73,0.8822316,0.6030515,0.13410196
74,0.8822316,0.60612124,0.08864097
75,0.8822316,0.6299559,0.078027524
76,0.8822316,0.6311653,0.06946766
77,0.8822316,0.6351774,0.06558462
78,0.8822316,0.6342304,0.08477833
79,0.9129468,0.7108468,0.03483929
80,0.9129468,0.7009095,0.052608404
81,0.9129468,0.71259224,0.04464112
82,0.9129468,0.6878082,0.081351615
83,0.91399693,0.71474886,0.06271255
84,0.91399693,0.7070026,0.065550834
85,0.91399693,0.72566825,0.047499496
86,0.91399693,0.74308425,0.044757526
87,0.91399693,0.7038748,0.059924208
88,0.91399693,0.72724503,0.04100251
89,0.91399693,0.7551885,0.022704085
90,0.91399693,0.73154795,0.034177776
91,0.91399693,0.7439272,0.029441195
92,0.91399693,0.77346694,0.0129685085
93,0.91399693,0.7603074,0.026747769
94,0.91399693,0.77095133,0.01906528
95,0.91399693,0.7711943,0.020299427
96,0.91399693,0.7870461,0.012302132
97,0.91399693,0.7864635,0.019712675
98,0.91399693,0.7746196,0.03101017
99,0.91399693,0.75334054,0.041187603
100,0.91399693,0.76900065,0.033576827
101,0.91399693,0.7879996,0.010301753
102,0.91399693,0.7755416,0.02468924
103,0.91399693,0.78966737,0.017581185
104,0.91399693,0.79938185,0.007888636
105,0.91399693,0.7854623,0.019726003
106,0.91399693,0.78874373,0.01263444
107,0.91399693,0.79572374,0.011179759
108,0.93236625,0.7914769,0.018274972
109,0.93236625,0.8044526,0.008116337
110,0.93236625,0.8163164,0.008040922
111,0.93236625,0.8236563,0.005541487
112,0.93236625,0.80082345,0.0134830875
113,0.93236625,0.82944113,0.0037942806
114,0.93236625,0.8162491,0.010428424
115,0.93236625,0.81274956,0.023032814
116,0.93236625,0.80532736,0.015916796
117,0.93236625,0.81226456,0.010736489
118,0.93236625,0.81264514,0.017783789
119,0.93236625,0.82466006,0.008293443
120,0.93236625,0.81118274,0.019651303
121,0.93236625,0.81706977,0.015617642
122,0.93236625,0.81970495,0.021690091
123,0.93236625,0.82234824,0.021225031
124,0.93236625,0.8102547,0.02311634
125,0.93236625,0.8163698,0.023038981
126,0.93236625,0.8283822,0.0068082255
127,0.93236625,0.81590945,0.03606087
128,0.93236625,0.79872185,0.040229917
129,0.93236625,0.8117027,0.019962592
130,0.93236625,0.82830775,0.011269671
131,0.94184935,0.8335836,0.0069989045
132,0.94184935,0.83967745,0.0051171123
133,0.94184935,0.8358078,0.012600605
134,0.94184935,0.8393142,0.009300732
135,0.94184935,0.85474896,0.0037293076
136,0.94184935,0.8365411,0.009175732
137,0.94184935,0.8339859,0.011307691
138,0.94184935,0.83051467,0.00790582
139,0.94184935,0.84082365,0.0043777693
140,0.94184935,0.8337531,0.009201665
141,0.94184935,0.83072734,0.017069
142,0.94184935,0.8405344,0.011894575
143,0.94184935,0.86083114,0.003543808
144,0.94184935,0.8580252,0.0039524008
145,0.94524556,0.86056244,0.00500266
146,0.94524556,0.8633183,0.0032578788
147,0.94524556,0.8518278,0.023113383
148,0.94524556,0.8661638,0.004596871
149,0.94524556,0.84242105,0.022279568
150,0.94524556,0.842366,0.0209426
151,0.94524556,0.8588552,0.012489887
152,0.94524556,0.82748485,0.024919221
153,0.94524556,0.84719324,0.012533119
154,0.94524556,0.84500813,0.018222803
155,0.9467183,0.85277194,0.013639544
156,0.9467183,0.85692805,0.012639789
157,0.9467183,0.84560263,0.022558976
158,0.9467183,0.8593011,0.0126320915
159,0.9467183,0.8542976,0.016292999
160,0.9467183,0.8592836,0.0070951083
161,0.9467183,0.86345696,0.0067996653
162,0.9482814,0.8670835,0.010400913
163,0.9482814,0.86953413,0.0057852184
164,0.9482814,0.8718197,0.0070289555
165,0.9482814,0.8760349,0.004178965
166,0.9482814,0.8709636,0.0067272494
167,0.9482814,0.8784507,0.0047333087
168,0.9482814,0.8685456,0.0057456945
169,0.9482814,0.8683444,0.008374344
170,0.9482814,0.87542295,0.0035669405
171,0.9492852,0.8830921,0.003492755
172,0.9492852,0.87952924,0.00682153
173,0.9492852,0.88508195,0.0035753406
174,0.9492852,0.8772525,0.0062396904
175,0.9492852,0.86380416,0.019493127
176,0.9492852,0.86726767,0.013120097
177,0.9492852,0.85213095,0.025530849
178,0.9492852,0.86663795,0.006907428
179,0.9492852,0.8699873,0.008533251
180,0.9492852,0.87198645,0.01795324
181,0.9492852,0.8616175,0.013958363
182,0.9492852,0.8827675,0.0042777755
183,0.9492852,0.86705434,0.01643417
184,0.9492852,0.8506663,0.017602159
185,0.9492852,0.8520398,0.013216357
186,0.9492852,0.85289174,0.023793105
187,0.9492852,0.86438173,0.021250576
188,0.9492852,0.86649805,0.014583389
189,0.9492852,0.86711395,0.008556367
190,0.9492852,0.8673246,0.008478755
191,0.9492852,0.86470705,0.010317062
192,0.9492852,0.8535721,0.014958241
193,0.9492852,0.86385363,0.011142339
194,0.9492852,0.8686701,0.009639579
195,0.9492852,0.86651075,0.016845226
196,0.9492852,0.87308866,0.011416639
197,0.9492852,0.86375815,0.015864342
198,0.9492852,0.87528306,0.008699673
199,0.9492852,0.8587253,0.023368644
