0,0.7474577,-0.011009421,0.12375677
1,0.7474577,0.019166302,0.112704866
2,0.7474577,0.059277914,0.10863554
3,0.7474577,0.058971852,0.13398273
4,0.7474577,0.071663864,0.13832568
5,0.7474577,0.07445065,0.109022796
6,0.7474577,0.120526224,0.121748276
7,0.7474577,0.1141069,0.10825203
8,0.7474577,0.14775278,0.09812854
9,0.7474577,0.12137145,0.10553407
10,0.7474577,0.05361639,0.15473361
11,0.7474577,0.08735154,0.12298203
12,0.7474577,0.11163617,0.13653474
13,0.7474577,0.13463509,0.12694076
14,0.7474577,0.12711479,0.10691755
15,0.7474577,0.12615554,0.10456669
16,0.7474577,0.13767056,0.11226889
17,0.7474577,0.16603823,0.09092916
18,0.7474577,0.16321579,0.12298962
19,0.7474577,0.17994303,0.08643907
20,0.7474577,0.19432975,0.11218025
21,0.7474577,0.20401156,0.11275371
22,0.7474577,0.22741717,0.14702463
23,0.7474577,0.25988692,0.10056829
24,0.7474577,0.23994431,0.10625905
25,0.7474577,0.20273189,0.124168
26,0.7474577,0.21535939,0.1065248
27,0.7474577,0.24635027,0.08085264
28,0.7474577,0.251849,0.11373886
29,0.7474577,0.26083246,0.095626935
30,0.7474577,0.27019674,0.10126896
31,0.7474577,0.28870586,0.078918524
32,0.7474577,0.2652462,0.09936248
33,0.7474577,0.31362435,0.09613933
34,0.7474577,0.29595745,0.1260086
35,0.7474577,0.29863903,0.08939338
36,0.7474577,0.33986992,0.085981965
37,0.7474577,0.346918,0.09272006
38,0.7474577,0.3571467,0.077378824
39,0.7474577,0.37149516,0.07471255
40,0.7474577,0.364762,0.08094351
41,0.75985,0.34522602,0.09142655
42,0.75985,0.40352604,0.05696077
43,0.76285523,0.3826218,0.08166688
44,0.76285523,0.35630023,0.095220834
45,0.8104208,0.40809274,0.06884781
46,0.8104208,0.4024948,0.07145674
47,0.8104208,0.37362838,0.07295413
48,0.8104208,0.38630107,0.07454749
49,0.8104208,0.37882847,0.08008711
50,0.8104208,0.37432688,0.09215644
51,0.8104208,0.39435616,0.066632375
52,0.8104208,0.43263134,0.06320129
53,0.81866145,0.3768192,0.09988569
54,0.81866145,0.38083658,0.07847677
55,0.81866145,0.40716243,0.07349184
56,0.81866145,0.35657275,0.088297844
57,0.81866145,0.4235247,0.054548316
58,0.81866145,0.43662423,0.0482626
59,0.81866145,0.39277568,0.095871374
60,0.81866145,0.4042431,0.071860366
61,0.81866145,0.42978624,0.07095599
62,0.81866145,0.42855057,0.070591636
63,0.81866145,0.40142572,0.0792414
64,0.81866145,0.42823997,0.06341338
65,0.81866145,0.43464896,0.08254873
66,0.81866145,0.41429344,0.08128823
67,0.8406429,0.40922,0.07568463
68,0.8406429,0.45242465,0.059736863
69,0.8406429,0.43467522,0.07152938
70,0.8406429,0.46024346,0.059258197
71,0.8406429,0.44596854,0.058442395
72,0.8406429,0.4771422,0.052667096
73,0.8406429,0.46100566,0.063043945
74,0.8406429,0.496089,0.049559787
75,0.8406429,0.47536796,0.050344955
76,0.8406429,0.46870482,0.064716876
77,0.8406429,0.4701152,0.05246061
78,0.8406429,0.47651744,0.055132296
79,0.8406429,0.4997011,0.041900404
80,0.8406429,0.46480668,0.07381396
81,0.8406429,0.48858136,0.06536146
82,0.8406429,0.4879507,0.05376737
83,0.8406429,0.45804414,0.06990517
84,0.8406429,0.45377463,0.08722778
85,0.8406429,0.5051191,0.06684906
86,0.8406429,0.5223975,0.048403166
87,0.8406429,0.48739555,0.07796363
88,0.8406429,0.5044217,0.06133904
89,0.8406429,0.49228352,0.063653514
90,0.8406429,0.49064195,0.0877065
91,0.8406429,0.5123808,0.063762784
92,0.8406429,0.508279,0.0686792
93,0.8406429,0.527728,0.042504556
94,0.8406429,0.55378765,0.038069658
95,0.8406429,0.5357752,0.049329348
96,0.8406429,0.5400051,0.041411124
97,0.8406429,0.49971092,0.068764605
98,0.8406429,0.5136774,0.05935595
99,0.8406429,0.5228667,0.05541007
100,0.8406429,0.5044702,0.060158964
101,0.8406429,0.5109343,0.06959806
102,0.8406429,0.5547584,0.033942614
103,0.8406429,0.5475063,0.048888978
104,0.8406429,0.53674746,0.071701415
105,0.8406429,0.5611773,0.036329504
106,0.8406429,0.5340939,0.05781338
107,0.8406429,0.53988856,0.053732857
108,0.8406429,0.49575096,0.101213455
109,0.8406429,0.5536377,0.04268951
