ID,Fitness,gene 0,gene 1,gene 2,gene 3,gene 4,gene 5,gene 6,gene 7,gene 8,gene 9,gene 10,gene 11,gene 12,gene 13,gene 14,gene 15,gene 16,gene 17,gene 18,gene 19,gene 20,gene 21,gene 22,gene 23,gene 24,gene 25,gene 26
0,0.29448283,-0.4136082,0.57050765,-0.77400166,0.23408377,-0.06666559,-0.028885782,0.47894084,0.35333538,0.24367666,0.5737386,0.3876512,0.34780633,-0.9695217,0.34267914,-0.10020137,-0.89521486,-0.65384644,-0.8056263,-0.79123104,0.07987249,-0.60366476,0.71041477,-0.13081914,-0.2168662,0.47122777,-0.85877705,0.06997371
1,0.82281023,-0.4136082,0.57050765,0.16344774,0.99895394,-0.06666559,-0.028885782,0.47894084,0.35333538,0.24367666,0.5737386,-0.1310007,-0.56685627,-0.9695217,-0.2242127,-0.10020137,-0.89521486,-0.65384644,-0.8056263,-0.79123104,0.07987249,-0.60366476,0.71041477,-0.7762393,-0.9906241,0.26086736,-0.85877705,0.06997371
2,0.6006957,-0.4136082,0.5956099,0.16344774,0.99895394,-0.06666559,-0.028885782,0.5002568,0.35333538,0.24367666,0.5737386,0.3876512,-0.8382917,-0.9695217,0.34267914,-0.10020137,-0.89521486,-0.65384644,-0.8056263,-0.79123104,0.07987249,0.096716404,0.71041477,-0.13081914,-0.2168662,0.26086736,-0.85877705,-0.9994443
3,0.5902094,-0.4136082,0.57050765,-0.77400166,0.037699938,-0.33855146,0.22275949,0.5002568,0.35333538,-0.22925556,0.51202357,0.7113261,-0.8382917,-0.15561676,0.34267914,-0.344994,-0.89521486,-0.65384644,-0.8056263,-0.79123104,0.07987249,0.15902328,0.71041477,0.6710222,-0.9906241,0.47122777,-0.85598713,0.06997371
4,0.6862658,-0.4136082,0.57050765,-0.77400166,0.99895394,-0.06666559,-0.028885782,0.47894084,0.35333538,-0.22925556,0.51202357,0.7113261,-0.56685627,-0.83026123,0.60137093,-0.344994,-0.89521486,-0.65384644,-0.8056263,-0.07119292,0.07987249,0.096716404,0.71041477,0.6710222,-0.2918173,0.47122777,-0.85877705,0.06997371
5,-0.4481032,-0.4136082,0.57050765,-0.77400166,0.037699938,-0.33855146,-0.028885782,0.5002568,0.35333538,-0.42856455,0.51202357,-0.1310007,0.34780633,-0.9695217,0.60137093,-0.344994,-0.3291148,-0.12931955,-0.8056263,-0.79123104,0.07987249,0.15902328,0.71041477,-0.7762393,-0.9906241,0.26086736,-0.85877705,-0.9994443
6,0.49959087,-0.4136082,0.57050765,0.16344774,0.99895394,-0.06666559,0.6074035,0.47894084,0.35333538,-0.22925556,0.51202357,0.27599072,-0.56685627,-0.9695217,0.60137093,-0.344994,-0.3291148,-0.12931955,-0.8056263,-0.07119292,0.07987249,-0.60366476,-0.74716544,0.6710222,-0.9906241,0.26086736,-0.76033455,-0.9994443
7,0.76956594,-0.4136082,0.57050765,-0.77400166,0.037699938,-0.33855146,0.22275949,0.5002568,0.35333538,-0.22925556,0.51202357,0.7113261,0.534371,-0.15561676,0.60137093,-0.344994,-0.3291148,-0.12931955,-0.8056263,-0.79123104,0.07987249,0.15902328,0.71041477,0.6710222,-0.2918173,0.47122777,-0.76033455,-0.9994443
8,0.82776856,-0.4136082,0.57050765,-0.77400166,0.037699938,-0.33855146,0.6074035,0.5002568,0.35333538,-0.22925556,0.51202357,0.7113261,0.34780633,-0.9695217,0.60137093,-0.344994,-0.3291148,-0.12931955,-0.8056263,-0.07119292,0.07987249,0.15902328,0.71041477,0.6710222,-0.2918173,0.47122777,-0.76033455,-0.9994443
9,0.7362932,-0.4136082,0.57050765,-0.77400166,0.037699938,-0.33855146,0.6074035,0.47894084,-0.25679582,-0.42856455,0.5737386,0.27599072,0.534371,-0.9695217,0.60137093,-0.344994,-0.3291148,0.11965001,-0.8056263,-0.07119292,0.34963322,0.15902328,0.71041477,0.48177874,-0.2918173,0.47122777,-0.85598713,0.06997371
