Generation,Maximum Fitness,Average Fitness,Variance
0,0.599018,0.01011063,0.084985405
1,0.599018,0.0057551824,0.11412751
2,0.599018,0.0914757,0.07582838
3,0.599018,0.051527333,0.096105106
4,0.599018,0.060766626,0.09858571
5,0.599018,0.049153358,0.09590954
6,0.599018,0.03151726,0.11195685
7,0.63452965,0.076382086,0.11884841
8,0.63452965,0.0533062,0.13892922
9,0.63452965,0.05618473,0.10782978
10,0.63452965,0.05930728,0.15567756
11,0.63452965,0.06639549,0.120933674
12,0.63452965,0.09007951,0.10455661
13,0.63452965,0.0690389,0.14604208
14,0.67689073,0.09437353,0.12140086
15,0.67689073,0.1076642,0.1246676
16,0.67689073,0.15895009,0.11564528
17,0.68227553,0.11871869,0.13087508
18,0.68227553,0.14425899,0.089741446
19,0.68227553,0.13499257,0.106212735
20,0.68227553,0.17295603,0.09935929
21,0.68227553,0.15415898,0.0986556
22,0.7087966,0.21420082,0.091409
23,0.7087966,0.20706056,0.10188122
24,0.71686447,0.20562749,0.10249819
25,0.71686447,0.20150402,0.08785757
26,0.71686447,0.21387531,0.097695164
27,0.71686447,0.17432506,0.13476436
28,0.71686447,0.20325579,0.10822092
29,0.71686447,0.24653162,0.08213842
30,0.71686447,0.2633637,0.08707115
31,0.71686447,0.2681785,0.08127403
32,0.71686447,0.22674382,0.10750003
33,0.71686447,0.23754425,0.10083794
34,0.71686447,0.22666141,0.07364925
35,0.71686447,0.23177074,0.09419063
36,0.71686447,0.24385136,0.078618914
37,0.71686447,0.23431684,0.08942478
38,0.71686447,0.2632369,0.07713835
39,0.71686447,0.26169202,0.088458896
40,0.71686447,0.3023792,0.06533818
41,0.71686447,0.21083157,0.13768387
42,0.7348498,0.26308522,0.095619
43,0.73994374,0.27725154,0.09430327
44,0.73994374,0.26964512,0.08674256
45,0.73994374,0.2770568,0.08239117
46,0.73994374,0.3027283,0.07514954
47,0.73994374,0.32261398,0.09932014
48,0.73994374,0.30097228,0.097839
49,0.73994374,0.28818202,0.094328135
50,0.73994374,0.3414533,0.07238469
51,0.73994374,0.29768518,0.07560987
52,0.8664923,0.3201502,0.06983462
