Generation,Maximum Fitness,Average Fitness,Variance
0,0.6573832,0.0075860666,0.110108964
1,0.73822606,0.016022827,0.116571285
2,0.73822606,0.017544325,0.16614984
3,0.73822606,0.04177289,0.10569227
4,0.73822606,-0.012038905,0.10883314
5,0.73822606,0.004675898,0.14191063
6,0.73822606,0.004812654,0.1456893
7,0.73822606,0.016801028,0.12262666
8,0.73822606,0.07633815,0.098874606
9,0.73822606,0.039844215,0.12942344
10,0.73822606,0.01495311,0.16148892
11,0.73822606,0.0617856,0.118958965
12,0.73822606,0.10386866,0.094472885
13,0.73822606,0.07380122,0.1374326
14,0.73822606,0.09307313,0.10431905
15,0.73822606,0.14184217,0.082505785
16,0.73822606,0.13946542,0.08350961
17,0.73822606,0.10041887,0.11438637
18,0.73822606,0.17156416,0.07296239
19,0.73822606,0.19920069,0.08358997
20,0.73822606,0.18902573,0.0859207
21,0.73822606,0.16998005,0.08533116
22,0.73822606,0.15052293,0.09607344
23,0.73822606,0.19864075,0.09161139
24,0.73822606,0.17102808,0.118013054
25,0.73822606,0.16624682,0.08115291
26,0.73822606,0.22184277,0.07435661
27,0.73822606,0.22549888,0.0804036
28,0.73822606,0.21337065,0.09978689
29,0.73822606,0.19595774,0.11527422
30,0.73822606,0.1901192,0.11715207
31,0.73822606,0.20340414,0.1114753
32,0.73822606,0.24526206,0.0789786
33,0.787769,0.24093445,0.09086865
34,0.787769,0.22437802,0.0903384
35,0.787769,0.2382016,0.09076803
36,0.787769,0.25810528,0.0820281
37,0.787769,0.25687698,0.07738588
38,0.787769,0.27072224,0.08467522
39,0.787769,0.21864872,0.1276364
40,0.79900926,0.2652781,0.09873288
41,0.79900926,0.27985018,0.0855371
42,0.79900926,0.32461035,0.07245954
43,0.79900926,0.2772446,0.11130833
44,0.79900926,0.3057758,0.079012774
45,0.79900926,0.27277374,0.14277971
46,0.79900926,0.27944607,0.1290075
47,0.79900926,0.29079795,0.0822462
48,0.79900926,0.29082736,0.09109543
49,0.79900926,0.30949077,0.09423213
50,0.79900926,0.32427192,0.08539983
51,0.79900926,0.3007281,0.09874321
52,0.79900926,0.28811848,0.10174124
53,0.79900926,0.28131172,0.0916502
54,0.79900926,0.30479953,0.08343831
55,0.79900926,0.31511426,0.10150053
56,0.79900926,0.35306653,0.061764695
57,0.79900926,0.32403433,0.07898521
58,0.79900926,0.32564366,0.08055622
59,0.79900926,0.31599286,0.09937636
60,0.79900926,0.33310804,0.07892857
61,0.79900926,0.3494919,0.115831465
62,0.79900926,0.38234878,0.08023383
63,0.79900926,0.3569734,0.09835094
64,0.79900926,0.35496143,0.07535095
65,0.79900926,0.39894044,0.05705617
66,0.79900926,0.41557539,0.06281398
67,0.79900926,0.37741783,0.07527763
68,0.79900926,0.40404555,0.061891492
69,0.8208698,0.38117036,0.0853504
70,0.8208698,0.4023565,0.059682697
71,0.8208698,0.36089498,0.10116024
72,0.8208698,0.3895769,0.06374939
73,0.8208698,0.39214265,0.06531417
74,0.8208698,0.40641195,0.08791276
75,0.8208698,0.40805444,0.097821355
76,0.8208698,0.42137393,0.070138894
77,0.8208698,0.43419883,0.055335864
78,0.8208698,0.45335048,0.042958423
79,0.8208698,0.4288096,0.04788553
80,0.8208698,0.4542546,0.044405356
81,0.8208698,0.4328021,0.0828651
82,0.8208698,0.42766953,0.059771128
83,0.8208698,0.40449622,0.077425346
84,0.8208698,0.4767087,0.044332944
85,0.8208698,0.44396046,0.08035029
86,0.8208698,0.4570432,0.055018652
87,0.8208698,0.44691756,0.08681482
88,0.8208698,0.46542782,0.07587785
89,0.8208698,0.47133908,0.08494949
90,0.8208698,0.49492082,0.04682383
91,0.8208698,0.43852994,0.09463663
92,0.8208698,0.49195156,0.068785824
93,0.8208698,0.4640724,0.091735795
94,0.8208698,0.5123802,0.04259715
95,0.8208698,0.52211547,0.044608023
96,0.8208698,0.47813225,0.069331095
97,0.8208698,0.49522495,0.048335765
98,0.8208698,0.49673697,0.047323342
99,0.8208698,0.51560974,0.07370506
100,0.8208698,0.49425304,0.04543157
101,0.8208698,0.5063775,0.04266846
102,0.8208698,0.4685432,0.0643937
103,0.8208698,0.50209063,0.05369421
104,0.8208698,0.49661586,0.053526267
105,0.8208698,0.48564243,0.06329547
106,0.8208698,0.48951915,0.06315665
107,0.8208698,0.4845444,0.06470844
108,0.8208698,0.52728575,0.047989473
109,0.8208698,0.5156346,0.056934487
110,0.82343733,0.5161523,0.083449334
111,0.82343733,0.54995245,0.04840033
112,0.83316684,0.51390463,0.04740011
113,0.83316684,0.5302522,0.042193573
114,0.83316684,0.5291483,0.04743269
115,0.83316684,0.52558863,0.048571404
116,0.83316684,0.508326,0.059211835
117,0.83316684,0.52824295,0.04603504
118,0.83316684,0.52135473,0.05009745
119,0.83316684,0.5172128,0.06483347
120,0.83316684,0.53843343,0.044877153
121,0.83316684,0.5579092,0.040498026
122,0.83316684,0.54655063,0.05164071
123,0.83316684,0.54716116,0.0469993
124,0.83316684,0.55660295,0.041485492
125,0.83316684,0.56093955,0.057487395
126,0.83316684,0.5494222,0.05284021
127,0.83316684,0.5385908,0.051477484
128,0.83316684,0.564963,0.03622825
129,0.83316684,0.56771094,0.033106253
130,0.83316684,0.55482274,0.03844374
131,0.83316684,0.5803507,0.0328829
132,0.83316684,0.59423846,0.029044686
133,0.83316684,0.58059263,0.03480234
134,0.83316684,0.57290864,0.037795696
135,0.83316684,0.57914233,0.043634877
136,0.83316684,0.5858585,0.03635548
137,0.83316684,0.6197453,0.027902408
138,0.83316684,0.6160388,0.028230289
139,0.83316684,0.5824855,0.032226674
140,0.83316684,0.5857836,0.039424382
141,0.83316684,0.58051187,0.03956401
142,0.83316684,0.58568215,0.040006664
143,0.83316684,0.58303446,0.036746155
144,0.83316684,0.5660109,0.040020913
145,0.83316684,0.5702075,0.038929895
146,0.83900625,0.6083605,0.021818388
147,0.83900625,0.5759811,0.044078197
148,0.83900625,0.5877178,0.03524155
149,0.83900625,0.57396483,0.045644067
150,0.83900625,0.60133517,0.025791762
151,0.83900625,0.572486,0.047190256
152,0.83900625,0.614747,0.024582585
153,0.83900625,0.5967195,0.03359105
154,0.8561956,0.58028555,0.04008613
155,0.8561956,0.5740631,0.050793916
156,0.8561956,0.5889028,0.034693148
157,0.8561956,0.62454146,0.027826903
158,0.8561956,0.6030052,0.030175561
159,0.8561956,0.6311272,0.036629483
160,0.8561956,0.60172534,0.048309688
161,0.8561956,0.6118975,0.027160639
162,0.8561956,0.61539197,0.025555855
163,0.8561956,0.62259823,0.029084109
164,0.8894907,0.63265043,0.021636477
165,0.8894907,0.62672156,0.022344213
166,0.8894907,0.6092732,0.027633393
167,0.8894907,0.6196935,0.024844384
168,0.8894907,0.61144304,0.031421784
169,0.8894907,0.6111519,0.029442554
170,0.8894907,0.58527434,0.041850876
171,0.8894907,0.5883892,0.034705814
172,0.8894907,0.6109109,0.033004478
173,0.8894907,0.62886465,0.02466954
174,0.8894907,0.61845076,0.028520627
175,0.8894907,0.62175757,0.03892976
176,0.8894907,0.61023855,0.041500673
177,0.8894907,0.6228411,0.034017492
178,0.8894907,0.6335028,0.024837311
179,0.8894907,0.6082372,0.06062478
180,0.8894907,0.608814,0.042969175
181,0.8894907,0.6394998,0.027191672
182,0.8894907,0.6359953,0.023880426
183,0.8894907,0.6342596,0.029741796
184,0.8894907,0.63644594,0.025577754
185,0.8894907,0.6358683,0.032110598
186,0.8894907,0.62325156,0.036432963
187,0.8894907,0.635503,0.03711488
188,0.8894907,0.6047307,0.040704515
189,0.8894907,0.65781873,0.027837707
190,0.8894907,0.63277906,0.03332608
191,0.8894907,0.6420632,0.03670246
192,0.8894907,0.66581464,0.016994277
193,0.8894907,0.64154005,0.025257858
194,0.8894907,0.6508497,0.02180327
195,0.8894907,0.6574461,0.01956533
196,0.8894907,0.6524129,0.026236879
197,0.8894907,0.65631866,0.028223334
198,0.8894907,0.66544527,0.026909262
199,0.8894907,0.65760875,0.023096759
