ID,Fitness,gene 0,gene 1,gene 2,gene 3,gene 4,gene 5,gene 6,gene 7,gene 8,gene 9,gene 10,gene 11,gene 12,gene 13,gene 14,gene 15,gene 16,gene 17,gene 18,gene 19,gene 20,gene 21,gene 22,gene 23,gene 24,gene 25,gene 26
0,0.81875396,-0.7976121,-0.86920226,-0.80995554,0.08655739,0.7129806,0.83022106,-0.5262117,0.54564226,-0.12407017,-0.116942346,0.88234687,0.69299173,-0.29198968,0.97414756,-0.1692658,-0.84819674,-0.9713272,0.9121829,0.20001638,-0.8500943,0.98332775,0.20827281,0.18846154,-0.5175289,-0.8629086,-0.84224904,0.023989081
1,0.3597322,-0.7976121,-0.86920226,-0.80995554,0.08655739,0.7129806,0.83022106,-0.5262117,0.54564226,-0.12407017,-0.116942346,0.88234687,0.69299173,-0.29198968,0.97414756,0.29765475,-0.84819674,-0.9713272,-0.97166944,0.20001638,-0.8500943,-0.4334811,0.6939646,0.4397875,-0.5175289,-0.8629086,-0.84224904,0.023989081
2,0.6371988,-0.7976121,-0.48617834,-0.80995554,0.08655739,0.7129806,0.83022106,-0.5262117,0.54564226,-0.61219734,-0.116942346,0.88234687,0.69299173,-0.29198968,0.97414756,0.29765475,-0.84819674,-0.9713272,0.9121829,0.20001638,-0.352713,-0.4334811,-0.2309367,0.4397875,-0.5175289,-0.8629086,-0.84224904,0.118227005
3,0.84552974,-0.34386396,-0.48617834,-0.80995554,0.08655739,0.7129806,0.83022106,0.6720644,0.54564226,-0.61219734,-0.116942346,0.88234687,0.20073354,-0.29198968,0.97414756,0.29765475,-0.84819674,-0.9713272,-0.97166944,-0.4317981,-0.8500943,-0.4334811,-0.2309367,0.4397875,-0.5175289,-0.8629086,-0.84224904,0.023989081
4,0.69192815,-0.34386396,-0.48617834,-0.94116586,0.08655739,0.7129806,-0.22864431,0.07498574,-0.31205976,-0.12407017,-0.116942346,0.6577201,0.20073354,-0.29198968,0.97414756,0.29765475,-0.84819674,-0.9713272,0.9121829,-0.4317981,-0.352713,0.98332775,-0.2309367,0.4397875,-0.5175289,-0.8629086,-0.84224904,0.023989081
5,0.7953378,-0.34386396,-0.86920226,-0.80995554,0.08655739,0.7129806,0.83022106,0.07498574,0.54564226,-0.12407017,-0.116942346,0.88234687,0.20073354,-0.29198968,0.97414756,0.29765475,-0.84819674,-0.9713272,0.9121829,0.20001638,-0.8500943,-0.4334811,0.6939646,0.4397875,-0.5175289,-0.8629086,-0.84224904,0.023989081
6,0.7941549,-0.34386396,-0.48617834,-0.80995554,0.08655739,0.7129806,0.83022106,0.07498574,-0.8587358,-0.61219734,-0.116942346,0.6577201,0.20073354,-0.29198968,0.97414756,0.29765475,-0.84819674,-0.9713272,0.9121829,0.20001638,-0.352713,0.98332775,-0.2309367,0.4397875,-0.5175289,-0.8629086,-0.84224904,0.118227005
7,0.82246405,-0.34386396,-0.48617834,-0.80995554,0.08655739,0.7129806,-0.22864431,-0.69434583,0.54564226,-0.61219734,0.96342707,0.6577201,0.69299173,-0.29198968,0.97414756,0.29765475,-0.84819674,-0.9713272,0.9121829,0.20001638,-0.8500943,-0.4334811,0.4374858,0.4397875,-0.6311501,0.7616942,-0.84224904,0.023989081
8,0.7048658,-0.34386396,-0.48617834,-0.80995554,0.08655739,0.7129806,0.98935676,-0.69434583,-0.31205976,-0.61219734,0.96342707,0.6577201,0.20073354,0.40811038,0.6631911,-0.99887854,-0.84819674,-0.9713272,0.9121829,-0.4317981,-0.8500943,-0.4334811,0.6939646,0.6915326,-0.5175289,0.7616942,-0.84224904,0.023989081
9,0.76452863,-0.34386396,-0.48617834,-0.80995554,0.08655739,0.7129806,-0.22864431,-0.69434583,0.54564226,-0.61219734,0.96342707,0.6577201,0.20073354,-0.29198968,0.6631911,0.29765475,-0.84819674,-0.24224281,0.9121829,0.20001638,-0.8500943,-0.4334811,0.6939646,0.4397875,-0.6311501,-0.8629086,-0.84224904,0.118227005
