Generation,Maximum Fitness,Average Fitness,Variance
0,0.71352077,-0.046947833,0.13089557
1,0.71352077,0.016325368,0.105041176
2,0.71352077,0.021261614,0.11308217
3,0.71352077,0.080251835,0.07918603
4,0.71352077,0.057316273,0.10553915
5,0.71352077,0.045173418,0.104710065
6,0.71352077,0.07684823,0.09955427
7,0.71352077,0.09436242,0.0860756
8,0.71352077,0.09486206,0.095678374
9,0.71352077,0.070589595,0.13797383
10,0.71352077,0.07890078,0.15559097
11,0.71352077,0.07293298,0.10992244
12,0.71352077,0.10999055,0.08820324
13,0.71352077,0.05905671,0.14694284
14,0.71352077,0.15861014,0.07216193
15,0.71352077,0.12235234,0.10857321
16,0.71352077,0.14251517,0.1359469
17,0.71352077,0.15818328,0.11477063
18,0.71352077,0.1800775,0.10031116
19,0.71352077,0.23577684,0.077358484
20,0.71352077,0.19552791,0.09648986
21,0.71352077,0.16392443,0.14766835
22,0.71352077,0.18080814,0.109209016
23,0.71352077,0.16814774,0.13649252
24,0.7440908,0.18227178,0.14278571
25,0.7440908,0.20669924,0.108194046
26,0.7440908,0.20640944,0.102481306
27,0.7440908,0.2131124,0.09891145
28,0.7440908,0.22410098,0.10188303
29,0.7440908,0.23137258,0.08365482
30,0.7440908,0.2398774,0.09112265
31,0.7440908,0.20780529,0.12923111
32,0.7440908,0.1989066,0.13467585
33,0.7440908,0.22978687,0.10458465
34,0.7440908,0.23848572,0.09727668
35,0.7440908,0.23216641,0.11685598
36,0.7440908,0.25659794,0.09777859
37,0.80171794,0.24997468,0.09701105
38,0.80171794,0.25535756,0.10711127
39,0.80171794,0.2775843,0.07744486
40,0.80171794,0.2686726,0.10442406
41,0.80171794,0.26496184,0.107477784
42,0.80171794,0.27007627,0.10210707
43,0.80171794,0.28987983,0.0933069
44,0.80171794,0.2856984,0.086785905
45,0.80171794,0.3043442,0.08199646
46,0.80171794,0.29226133,0.089609824
47,0.80171794,0.2708423,0.115883164
48,0.80171794,0.3043597,0.08582045
49,0.80171794,0.2973632,0.097988285
50,0.80171794,0.30092856,0.120929055
51,0.80171794,0.31365645,0.09147361
52,0.80171794,0.33785042,0.08074373
53,0.80171794,0.3659277,0.06873321
54,0.80171794,0.35470712,0.09074725
55,0.80171794,0.3206233,0.086890884
56,0.80171794,0.34625113,0.074872844
57,0.80171794,0.34607205,0.07606266
58,0.80171794,0.3695311,0.07248079
59,0.80171794,0.39847904,0.054002624
60,0.80171794,0.38824534,0.05901572
61,0.80171794,0.39965498,0.07566347
62,0.80171794,0.3789005,0.08932399
63,0.80171794,0.36568165,0.0901536
64,0.80171794,0.39480722,0.07167641
65,0.80171794,0.37843925,0.09312486
66,0.80171794,0.3817261,0.10999133
67,0.80171794,0.44985172,0.06593242
68,0.80171794,0.41128245,0.093638614
69,0.80171794,0.41809207,0.06312626
70,0.80171794,0.41161796,0.060749583
71,0.80171794,0.40825245,0.09764493
72,0.80171794,0.44231856,0.08222822
73,0.80171794,0.46305993,0.0671591
74,0.80171794,0.43917298,0.06581046
75,0.80171794,0.4512518,0.046783894
76,0.80171794,0.46322957,0.044612523
77,0.80171794,0.43897986,0.07667763
78,0.80171794,0.47671846,0.051826015
79,0.80977213,0.4151069,0.10338437
80,0.80977213,0.4654245,0.06408535
81,0.8179518,0.4616133,0.051993635
82,0.8179518,0.47463715,0.052484218
83,0.8179518,0.4683089,0.05462556
84,0.8179518,0.48560032,0.055823296
85,0.8179518,0.48988658,0.04314226
86,0.8179518,0.5099703,0.04476437
87,0.8179518,0.5133021,0.038565055
88,0.8988894,0.5255765,0.067544915
89,0.8988894,0.52683467,0.063334584
90,0.8988894,0.49580497,0.07922129
91,0.8988894,0.51442534,0.065634325
92,0.8988894,0.52485883,0.065487474
93,0.8988894,0.53467786,0.057703316
94,0.8988894,0.53187704,0.053269275
95,0.8988894,0.5420025,0.04235486
96,0.8988894,0.52677494,0.045687657
97,0.8988894,0.50476706,0.06262242
98,0.8988894,0.47557917,0.077520065
99,0.8988894,0.5208407,0.063583896
100,0.8988894,0.5782228,0.039147325
101,0.8988894,0.5331805,0.05066585
102,0.8988894,0.5549106,0.04365323
103,0.8988894,0.5202178,0.058603235
104,0.8988894,0.5411743,0.053406227
105,0.8988894,0.54566306,0.037894152
106,0.8988894,0.5417154,0.053713813
107,0.8988894,0.5449607,0.06642954
108,0.8988894,0.56463206,0.043476634
109,0.8988894,0.5728411,0.039247695
110,0.8988894,0.56737006,0.05516325
111,0.8988894,0.5469287,0.04583733
112,0.8988894,0.556737,0.04172271
113,0.8988894,0.55792236,0.04924735
114,0.8988894,0.57380354,0.048420887
115,0.8988894,0.560914,0.058378518
116,0.8988894,0.5721773,0.04802155
117,0.8988894,0.571978,0.047833305
118,0.8988894,0.5774024,0.032569803
119,0.8988894,0.575315,0.0350797
120,0.8988894,0.5885355,0.033599265
121,0.8988894,0.6075638,0.033267207
122,0.8988894,0.6060563,0.030372208
123,0.8988894,0.5973361,0.04036296
124,0.8988894,0.6111237,0.03291794
125,0.8988894,0.5847576,0.043013558
126,0.8988894,0.5930807,0.036285114
127,0.8988894,0.57578164,0.056584362
128,0.8988894,0.6041552,0.031183792
129,0.8988894,0.60733956,0.04078661
130,0.8988894,0.61789113,0.030606888
131,0.8988894,0.6228796,0.035146113
132,0.8988894,0.5885524,0.047584232
133,0.8988894,0.60589594,0.03587067
134,0.8988894,0.64157784,0.028862294
135,0.8988894,0.62018245,0.033297807
136,0.8988894,0.64622027,0.0234313
137,0.8988894,0.62368095,0.021889422
138,0.8988894,0.62098205,0.028429477
139,0.8988894,0.613616,0.026787562
140,0.8988894,0.61677074,0.032825492
141,0.8988894,0.616115,0.042381167
142,0.8988894,0.62039816,0.04739415
143,0.8988894,0.60145915,0.053443022
144,0.8988894,0.60245436,0.045373723
145,0.8988894,0.6405983,0.026591416
146,0.8988894,0.6431416,0.027917469
147,0.8988894,0.64007187,0.027533246
148,0.8988894,0.6227319,0.033708006
149,0.8988894,0.6374119,0.037534725
150,0.8988894,0.6419921,0.024490157
151,0.8988894,0.6464556,0.024529153
152,0.8988894,0.64349973,0.027242826
153,0.8988894,0.6661028,0.017297396
154,0.8988894,0.6691374,0.022132287
155,0.8988894,0.6513773,0.023403654
156,0.8988894,0.623672,0.0505499
157,0.8988894,0.6435272,0.03327357
158,0.8988894,0.63549936,0.03049095
159,0.8988894,0.669745,0.018889721
160,0.8988894,0.66123015,0.029836236
161,0.8988894,0.65382284,0.026445692
162,0.8988894,0.6645797,0.029780377
163,0.8988894,0.6596025,0.023048615
164,0.8988894,0.63196015,0.02996804
165,0.8988894,0.6404537,0.048859756
166,0.8988894,0.60013753,0.05889217
167,0.8988894,0.6249419,0.03270224
168,0.8988894,0.635719,0.02898108
169,0.8988894,0.654357,0.020724026
170,0.8988894,0.64497215,0.03482667
171,0.8988894,0.6134823,0.058472548
172,0.8988894,0.6638548,0.02092915
173,0.8988894,0.65343827,0.024680967
174,0.8988894,0.64180124,0.04835269
175,0.8988894,0.62138855,0.057978477
176,0.8988894,0.65192604,0.02371728
177,0.8988894,0.678936,0.01730586
178,0.8988894,0.6495065,0.052925345
179,0.8988894,0.66781616,0.028004136
180,0.8988894,0.64641017,0.026588727
181,0.8988894,0.6555306,0.043306593
182,0.8988894,0.67409605,0.0237224
183,0.8988894,0.66505545,0.039120957
184,0.8988894,0.67674005,0.020965181
185,0.8988894,0.6657186,0.020976758
186,0.8988894,0.66827464,0.02254896
187,0.8988894,0.6843467,0.016315302
188,0.8988894,0.6761549,0.025982644
189,0.8988894,0.6917623,0.022329109
190,0.8988894,0.7024309,0.018516958
