ID,Fitness,gene 0,gene 1,gene 2,gene 3,gene 4,gene 5,gene 6,gene 7,gene 8,gene 9,gene 10,gene 11,gene 12,gene 13,gene 14,gene 15,gene 16,gene 17,gene 18,gene 19,gene 20,gene 21,gene 22,gene 23,gene 24,gene 25,gene 26
0,0.5961963,-0.97811353,0.40385425,-0.28729528,0.85067165,0.9062213,-0.53793126,-0.3508526,0.34277058,0.26119876,0.816404,0.8993634,0.50497544,-0.91064215,0.3595196,-0.9594261,0.39125705,-0.4092939,-0.4099927,-0.2876044,0.051656604,-0.5178273,-0.23442012,-0.50044227,0.3855561,0.007075429,-0.8533583,-0.20978522
1,0.7256122,-0.97811353,0.40385425,-0.28729528,0.85067165,0.9062213,-0.53793126,-0.3508526,0.34277058,0.26119876,0.816404,0.8993634,-0.59611535,-0.42271048,0.3595196,0.59267986,-0.37289464,-0.4092939,0.6603817,-0.2876044,0.13405871,-0.10335779,-0.23442012,0.27023542,0.3855561,0.007075429,-0.8533583,-0.20978522
2,0.8078838,-0.60515165,0.40385425,-0.28729528,0.85067165,-0.75705683,-0.53793126,-0.3508526,0.34277058,0.54415774,0.816404,0.8993634,0.50497544,0.095003724,0.70594454,-0.9594261,-0.37289464,-0.4092939,-0.4099927,-0.2876044,0.13405871,-0.10335779,-0.341847,0.27023542,0.3855561,0.007075429,-0.8533583,-0.20978522
3,0.7544355,-0.97811353,0.40385425,-0.28729528,-0.29135656,0.9062213,-0.53793126,-0.3508526,0.34277058,0.26119876,0.816404,0.8993634,0.50497544,0.095003724,0.70594454,-0.9594261,-0.37289464,-0.4092939,-0.4099927,0.46257937,0.13405871,-0.10335779,-0.23442012,-0.50044227,0.3855561,0.007075429,-0.8533583,-0.20978522
4,0.594951,-0.97811353,0.40385425,-0.28729528,0.85067165,-0.75705683,-0.53793126,-0.3508526,0.6571417,0.54415774,0.816404,0.8993634,0.50497544,-0.81351006,0.3595196,-0.4699719,-0.37289464,-0.4092939,0.6603817,-0.018248975,0.051656604,-0.10335779,-0.341847,-0.50044227,0.3855561,-0.3693446,-0.8533583,-0.20978522
5,0.60642105,-0.97811353,0.40385425,-0.3063256,0.85067165,0.9062213,-0.48760515,-0.3508526,0.34277058,0.54415774,0.816404,0.8993634,-0.59611535,0.095003724,0.70594454,0.40246832,0.022175074,-0.4092939,-0.4099927,-0.018248975,0.051656604,-0.10335779,0.47419906,0.27023542,0.3855561,-0.35523993,-0.8533583,-0.20978522
6,0.7047616,-0.97811353,0.40385425,-0.3063256,-0.29135656,0.9062213,-0.53793126,0.8404741,-0.91532946,0.54415774,0.816404,0.8993634,-0.59611535,0.095003724,0.70594454,-0.4699719,0.022175074,-0.4092939,0.6603817,-0.018248975,0.051656604,-0.10335779,-0.341847,0.27023542,0.3855561,-0.3693446,-0.8533583,-0.20978522
7,0.83468825,-0.97811353,0.40385425,-0.28729528,-0.29135656,-0.75705683,-0.48760515,-0.3508526,-0.91532946,-0.08443409,0.816404,0.8993634,-0.59611535,-0.81351006,0.70594454,-0.4699719,0.022175074,0.9037796,-0.08768177,0.46257937,0.051656604,-0.10335779,-0.341847,0.27023542,0.3855561,0.007075429,-0.8533583,-0.20978522
8,0.67839897,-0.97811353,0.40385425,-0.28729528,0.85067165,0.9062213,-0.53793126,0.13307714,0.6571417,0.54415774,-0.47377133,0.8993634,-0.8831294,0.095003724,0.70594454,-0.4699719,0.022175074,-0.4092939,-0.08768177,0.46257937,0.051656604,-0.10335779,-0.341847,0.27023542,0.3855561,-0.3693446,-0.8533583,-0.25580984
9,0.6967004,-0.97811353,0.40385425,-0.3063256,-0.29135656,0.09615803,-0.53793126,0.8404741,-0.91532946,0.54415774,0.816404,0.8993634,-0.59611535,-0.42271048,0.70594454,-0.4699719,0.022175074,-0.4092939,0.6603817,0.46257937,0.051656604,-0.6097144,-0.341847,0.27023542,0.3855561,-0.3693446,-0.8533583,-0.25580984
10,0.7477724,-0.97811353,0.40385425,-0.28729528,-0.29135656,0.09615803,-0.53793126,0.13307714,0.6571417,0.54415774,-0.47377133,0.8355557,-0.59611535,0.095003724,0.27185428,-0.4699719,-0.37289464,-0.4092939,0.13706994,-0.2876044,0.051656604,-0.6097144,-0.341847,0.27023542,0.3855561,-0.35523993,-0.8533583,-0.25580984
11,0.6268109,-0.97811353,0.40385425,-0.28729528,-0.29135656,0.9062213,-0.6656039,0.8404741,0.6571417,0.54415774,-0.47377133,0.8993634,-0.59611535,-0.42271048,0.70594454,-0.4699719,0.022175074,0.9037796,-0.08768177,0.46257937,0.051656604,-0.10335779,-0.341847,0.7010226,0.3855561,-0.35523993,-0.8533583,-0.25580984
12,0.7058442,-0.97811353,0.40385425,-0.9268713,-0.29135656,0.09615803,-0.48760515,0.13307714,-0.91532946,0.54415774,-0.47377133,0.8355557,-0.8831294,0.095003724,0.70594454,-0.4699719,-0.37289464,0.9037796,-0.08768177,0.46257937,0.051656604,-0.10335779,-0.341847,0.27023542,-0.7321005,-0.3693446,-0.8533583,0.14726007
13,0.69032013,-0.97811353,0.40385425,-0.9268713,-0.29135656,0.09615803,0.3580947,0.13307714,-0.91532946,0.54415774,0.016549706,0.8993634,-0.59611535,-0.42271048,0.70594454,-0.4699719,-0.37289464,-0.4092939,0.13706994,0.46257937,0.051656604,-0.10335779,-0.341847,0.27023542,-0.7321005,-0.35523993,-0.8533583,-0.25580984
14,0.29965448,-0.97811353,0.40385425,-0.9268713,-0.29135656,0.09615803,-0.48760515,0.8404741,0.6571417,0.54415774,-0.47377133,0.8355557,-0.59611535,0.095003724,0.70594454,-0.4699719,-0.37289464,0.12188959,0.13706994,0.46257937,0.13405871,-0.10335779,0.47419906,0.7010226,-0.7321005,-0.35523993,-0.8533583,-0.25580984
15,0.5949141,-0.97811353,-0.9767278,-0.9268713,-0.29135656,0.09615803,-0.48760515,0.13307714,-0.91532946,0.54415774,0.74168,0.8355557,-0.59611535,-0.42271048,0.70594454,-0.4699719,0.022175074,0.9037796,0.13706994,0.46257937,0.13405871,-0.6097144,-0.341847,-0.2644331,-0.7321005,-0.3693446,-0.8533583,-0.25580984
16,0.45728213,-0.97811353,0.40385425,-0.28729528,-0.29135656,0.09615803,-0.6656039,0.8404741,-0.91532946,0.54415774,-0.47377133,0.8355557,-0.59611535,-0.81351006,0.70594454,-0.4699719,-0.37289464,0.12188959,-0.4099927,0.46257937,0.13405871,-0.6097144,-0.341847,0.7010226,-0.95800936,-0.3693446,-0.8533583,0.14726007
17,0.81394315,-0.97811353,0.40385425,-0.28729528,-0.29135656,0.09615803,-0.48760515,0.8404741,0.6571417,0.54415774,0.016549706,0.8355557,-0.59611535,-0.42271048,0.70594454,0.38728225,0.022175074,0.12188959,-0.4099927,0.46257937,0.051656604,-0.6097144,0.47419906,0.7010226,-0.7321005,-0.3693446,-0.8533583,0.14726007
18,0.6141954,-0.97811353,0.40385425,-0.28729528,-0.29135656,0.09615803,0.3580947,0.8404741,0.5703442,0.54415774,0.74168,0.8355557,0.8205571,-0.81351006,0.70594454,-0.4699719,0.022175074,-0.63490534,0.13706994,0.46257937,0.13405871,-0.6097144,0.47419906,0.7010226,-0.7321005,-0.3693446,-0.94037056,-0.25580984
19,0.7213031,-0.97811353,-0.9767278,-0.9268713,-0.29135656,0.09615803,-0.48760515,0.13307714,0.5703442,0.54415774,0.74168,0.8355557,-0.59611535,-0.81351006,0.70594454,0.38728225,0.47386026,0.12188959,-0.4099927,0.46257937,0.051656604,-0.6097144,0.47419906,0.7010226,-0.7321005,-0.3693446,-0.8533583,-0.3751489
20,0.67900527,-0.7085537,0.42785096,-0.28729528,-0.29135656,0.09615803,0.3580947,0.8404741,0.6571417,0.54415774,0.016549706,0.8355557,0.8205571,-0.81351006,0.70594454,0.38728225,-0.37289464,-0.63490534,-0.4099927,0.46257937,-0.7986767,-0.6097144,-0.341847,0.7010226,-0.7321005,-0.3693446,-0.8533583,0.14726007
21,0.6851758,-0.21447325,0.42785096,-0.8057336,-0.29135656,0.09615803,0.3580947,0.8404741,0.5703442,-0.6459236,0.74168,0.8355557,0.8205571,-0.81351006,0.70594454,0.38728225,0.47386026,0.9037796,0.13706994,-0.59696686,0.13405871,-0.6097144,0.47419906,0.7010226,-0.7321005,-0.3693446,-0.8533583,-0.3751489
22,0.72920454,-0.97811353,0.42785096,-0.28729528,-0.29135656,0.09615803,0.3580947,0.13307714,0.5703442,0.54415774,0.74168,0.8355557,-0.59611535,-0.81351006,0.70594454,-0.4699719,0.022175074,-0.63490534,-0.4099927,0.46257937,-0.7986767,-0.6097144,0.35210478,0.7010226,-0.7321005,-0.3693446,-0.8533583,-0.3751489
23,0.77107126,-0.7085537,0.42785096,-0.8057336,-0.29135656,0.09615803,0.3580947,0.8404741,0.5703442,0.54415774,0.74168,0.8355557,-0.8831294,-0.81351006,0.96022856,0.38728225,0.47386026,-0.63490534,0.13706994,-0.59696686,-0.7986767,-0.6097144,0.47419906,-0.2644331,-0.95800936,-0.3693446,-0.87239134,-0.3751489
24,0.52179486,-0.7085537,0.42785096,-0.8057336,-0.29135656,-0.31761253,0.3580947,0.13307714,0.5703442,-0.6459236,0.74168,0.8355557,0.8205571,-0.81351006,0.96022856,0.38728225,0.47386026,0.9037796,-0.4099927,0.46257937,-0.7986767,-0.6097144,-0.341847,0.7010226,-0.7321005,-0.3693446,-0.8533583,-0.3751489
25,0.78449833,-0.21447325,0.42785096,-0.9268713,-0.29135656,0.09615803,0.3580947,0.13307714,0.5703442,-0.6459236,0.016549706,0.8355557,0.8205571,-0.81351006,0.96022856,-0.20163655,0.47386026,-0.63490534,-0.4099927,0.46257937,-0.7986767,-0.6097144,-0.341847,0.7010226,-0.95800936,-0.3693446,-0.87239134,-0.3751489
26,0.88629496,-0.21447325,-0.9767278,-0.9268713,-0.29135656,-0.31761253,0.3580947,0.13307714,0.21542287,-0.6459236,0.74168,0.8355557,0.8205571,-0.81351006,0.96022856,-0.20163655,0.47386026,-0.63490534,0.13706994,-0.59696686,-0.7986767,-0.6097144,0.35210478,0.7010226,-0.7321005,-0.3693446,-0.87239134,-0.3751489
27,0.5460448,-0.7085537,0.42785096,-0.8057336,-0.29135656,0.10145748,0.3580947,0.13307714,0.21542287,0.07186198,0.74168,0.8355557,-0.59611535,-0.81351006,0.96022856,-0.20163655,0.47386026,-0.63490534,0.13706994,-0.46677,-0.7986767,-0.6097144,-0.341847,0.7010226,-0.95800936,-0.3693446,-0.87239134,-0.3751489
28,0.7554591,-0.21447325,0.1613568,-0.9268713,-0.29135656,0.09615803,0.3580947,0.13307714,0.21542287,0.07186198,0.74168,0.72996473,-0.8831294,-0.81351006,0.96022856,-0.20163655,0.47386026,-0.63490534,0.13706994,-0.46677,-0.7986767,-0.6097144,0.35210478,0.7010226,-0.7321005,-0.3693446,-0.87239134,-0.3751489
29,0.44354194,-0.21447325,0.42785096,-0.9268713,-0.20653313,-0.31761253,0.3580947,0.8404741,0.21542287,-0.6459236,0.016549706,0.8355557,0.8205571,-0.81351006,0.96022856,-0.20163655,0.47386026,0.9037796,0.13706994,-0.59696686,-0.7986767,-0.6097144,0.35210478,0.7010226,-0.95800936,-0.3693446,-0.87239134,-0.13189483
