Generation,Maximum Fitness,Average Fitness,Variance
0,0.6018691,0.0103897415,0.10389197
1,0.6018691,-0.02454217,0.1306896
2,0.6018691,-0.05600975,0.14687206
3,0.6018691,-0.01834539,0.132069
4,0.6018691,0.0062022274,0.112468004
5,0.6018691,-0.007848797,0.12917584
6,0.6018691,0.006993506,0.1323462
7,0.6018691,0.010876817,0.1242837
8,0.6018691,0.026483689,0.101990215
9,0.6018691,0.04394219,0.12942675
10,0.6018691,0.006726041,0.20175543
11,0.6018691,0.036372315,0.12827599
12,0.6018691,0.049655713,0.094968
13,0.6018691,0.03971782,0.101290286
14,0.6018691,0.08811071,0.09391114
15,0.60996747,0.10176966,0.10705425
16,0.6623218,0.13740993,0.11201369
17,0.6623218,0.15190822,0.0850793
18,0.6623218,0.17707805,0.085779555
19,0.6623218,0.16888827,0.12109306
20,0.6623218,0.167345,0.113768175
21,0.6912407,0.19967271,0.1173369
22,0.6912407,0.1943117,0.08916335
23,0.6912407,0.18217525,0.12669165
24,0.6912407,0.2024934,0.113146596
25,0.6912407,0.20942684,0.083790846
26,0.6912407,0.18768853,0.089848354
27,0.6912407,0.22880238,0.06943527
28,0.6912407,0.19830245,0.0919704
29,0.6912407,0.21799353,0.09928637
30,0.6912407,0.21596563,0.082409665
31,0.6912407,0.23571171,0.08524432
32,0.6912407,0.1864473,0.11096179
33,0.7485263,0.20947407,0.103759594
34,0.7485263,0.22026207,0.09179539
35,0.7485263,0.24253921,0.085328355
36,0.7485263,0.25273454,0.07785143
37,0.7485263,0.20484556,0.1095324
38,0.7485263,0.24017777,0.10457901
39,0.7485263,0.26698783,0.08204839
40,0.7485263,0.31525564,0.0683288
41,0.7485263,0.28745145,0.078434885
42,0.7485263,0.30229008,0.061831016
43,0.7485263,0.26586163,0.085180044
44,0.7485263,0.24770783,0.10693829
45,0.7485263,0.30051377,0.08535697
46,0.7485263,0.25612533,0.10986723
47,0.7485263,0.29384848,0.10320403
48,0.7485263,0.30350518,0.09681676
49,0.7485263,0.27611667,0.085020944
50,0.7485263,0.29352513,0.092143625
51,0.7485263,0.27324995,0.10536405
52,0.7485263,0.2706836,0.100559436
53,0.7485263,0.28813338,0.08565393
54,0.7485263,0.34895533,0.06414148
55,0.7485263,0.3125816,0.07090579
56,0.7485263,0.31648692,0.07587285
57,0.7485263,0.36837277,0.05785563
58,0.7485263,0.37732327,0.057332166
59,0.7485263,0.35110882,0.06608932
60,0.7485263,0.35865554,0.06935971
61,0.7485263,0.34380037,0.09012981
62,0.7485263,0.39268857,0.07482753
63,0.7485263,0.37036556,0.09950346
64,0.7650361,0.38939968,0.069997564
65,0.7650361,0.39543587,0.07709428
66,0.7650361,0.3881885,0.068502806
67,0.7650361,0.37291366,0.061704222
68,0.7650361,0.394186,0.06000293
69,0.7650361,0.38876823,0.0757153
70,0.7650361,0.42561835,0.050002564
71,0.7650361,0.4144203,0.0593437
72,0.7650361,0.42319283,0.041994296
73,0.7650361,0.41352248,0.05150672
74,0.7650361,0.3808805,0.057369232
75,0.7650361,0.39637262,0.057732627
76,0.7650361,0.40763935,0.06598151
77,0.7650361,0.42660376,0.06383517
78,0.7650361,0.426039,0.062237218
79,0.7650361,0.45780563,0.048937064
80,0.7650361,0.41868117,0.06890071
81,0.7650361,0.41611177,0.05983959
82,0.7650361,0.43113807,0.053480186
83,0.7650361,0.43349338,0.04853287
84,0.7650361,0.4703819,0.03409891
85,0.7736852,0.4643748,0.043629833
86,0.7744719,0.4288063,0.068143725
87,0.7744719,0.45627284,0.064610586
88,0.7744719,0.45489293,0.053471785
89,0.7744719,0.44707215,0.04560663
90,0.7744719,0.45220447,0.053332556
91,0.7744719,0.45456126,0.0665773
92,0.7744719,0.46398938,0.058521766
93,0.7744719,0.48351038,0.043065764
94,0.7744719,0.48048928,0.047740873
95,0.7744719,0.46733287,0.0512852
96,0.7744719,0.457778,0.051792175
97,0.8123488,0.46761572,0.05457082
98,0.8123488,0.48551542,0.05143837
99,0.8123488,0.44926777,0.08555526
100,0.8123488,0.47394362,0.05928761
101,0.8123488,0.4930308,0.048182093
102,0.8123488,0.49172005,0.06729697
103,0.82921183,0.53209317,0.037504844
104,0.82921183,0.4832328,0.07025461
105,0.82921183,0.48145935,0.085364535
106,0.8320426,0.4812895,0.08827374
107,0.8320426,0.51342237,0.056682717
108,0.8320426,0.50545573,0.07022015
109,0.8320426,0.5157628,0.05799552
110,0.8320426,0.54164416,0.040985484
111,0.8320426,0.51257265,0.059156757
112,0.8320426,0.5080624,0.060419153
113,0.8320426,0.5273072,0.04565099
114,0.8320426,0.53672194,0.043942038
115,0.8320426,0.51738375,0.054916296
116,0.86131656,0.53828573,0.03687696
117,0.86131656,0.49469197,0.07682915
118,0.86131656,0.5247516,0.05307322
119,0.86131656,0.5272287,0.05425003
120,0.86131656,0.51030546,0.05138009
121,0.86131656,0.521135,0.05701314
122,0.86131656,0.5243181,0.057876904
123,0.86131656,0.54475737,0.042845063
124,0.86131656,0.5368804,0.067823306
125,0.86131656,0.56582266,0.039155357
126,0.86131656,0.55142367,0.04316878
127,0.86131656,0.57192516,0.03405194
128,0.86131656,0.5473072,0.054067913
129,0.86131656,0.5571832,0.03691172
130,0.86131656,0.5135,0.054681808
131,0.86131656,0.5486581,0.042364545
132,0.86131656,0.5693405,0.03425254
133,0.86131656,0.5762338,0.038222432
134,0.86131656,0.5659235,0.04140406
135,0.86131656,0.552473,0.04913077
136,0.86131656,0.5642722,0.039558426
137,0.86131656,0.5675436,0.03881164
138,0.86131656,0.58341813,0.03258988
139,0.86131656,0.5813383,0.035856374
140,0.86131656,0.5565718,0.046934403
141,0.86131656,0.5859424,0.0459881
142,0.86131656,0.5825381,0.043461755
143,0.86131656,0.5947143,0.034079745
144,0.86131656,0.5631156,0.04292008
145,0.86131656,0.561399,0.039539915
146,0.86131656,0.57453275,0.03316324
147,0.86131656,0.57924,0.034974128
148,0.86131656,0.60783273,0.035043363
149,0.86131656,0.5885152,0.0485784
150,0.86131656,0.5852118,0.034449395
151,0.86131656,0.59382856,0.03927522
152,0.86131656,0.54646087,0.055041596
153,0.86131656,0.5777917,0.038374946
154,0.86131656,0.5727455,0.043198805
155,0.86131656,0.57895476,0.03719983
156,0.86131656,0.60597897,0.02527339
157,0.86131656,0.5975818,0.03277375
158,0.86131656,0.6067873,0.036378097
159,0.86131656,0.58933806,0.048064433
160,0.86131656,0.5709264,0.047211044
161,0.86131656,0.5519554,0.0786046
162,0.86131656,0.5661848,0.05338427
163,0.86131656,0.62551504,0.02081124
164,0.86131656,0.58899623,0.042994943
165,0.86131656,0.5664698,0.05974937
166,0.86131656,0.5996068,0.028950157
167,0.86131656,0.57794595,0.051158708
168,0.86131656,0.58579034,0.040488105
169,0.86131656,0.58097464,0.047659844
170,0.86131656,0.60413194,0.05211423
171,0.86131656,0.5976173,0.037395734
172,0.86131656,0.6106474,0.0611872
173,0.86131656,0.606827,0.049387354
174,0.86131656,0.58001906,0.053591624
175,0.86131656,0.62041867,0.0401302
176,0.86131656,0.59554744,0.036828846
177,0.86131656,0.58678126,0.052559488
178,0.86131656,0.6099041,0.054849867
179,0.86131656,0.60001385,0.040216334
180,0.86131656,0.6317974,0.027011255
181,0.86131656,0.62413263,0.032760907
182,0.86131656,0.6225892,0.02943958
183,0.86131656,0.6216864,0.04892466
184,0.86131656,0.65053105,0.026257467
185,0.8677317,0.6422642,0.031838648
186,0.8677317,0.6546698,0.028315082
187,0.8677317,0.6658443,0.023683319
188,0.8677317,0.66535133,0.031062381
189,0.8677317,0.627431,0.05070428
190,0.8677317,0.62219167,0.05664993
191,0.8677317,0.6518118,0.034569778
192,0.8677317,0.6616985,0.020517081
193,0.8677317,0.6358111,0.03298938
194,0.8677317,0.6443184,0.027948769
195,0.8677317,0.6239174,0.03434457
196,0.8677317,0.61684036,0.039811075
197,0.8677317,0.5696485,0.09029667
198,0.8677479,0.5721155,0.09656722
199,0.8677479,0.56759477,0.09058057
