Generation,Maximum Fitness,Average Fitness,Variance
0,0.5719861,-0.016049743,0.10571838
1,0.7515613,-0.008920122,0.13822097
2,0.7515613,-0.021627555,0.18960507
3,0.7515613,0.046806023,0.11596367
4,0.7515613,0.033026457,0.12825595
5,0.7515613,0.024246512,0.122768246
6,0.7515613,0.09927023,0.08821638
7,0.7515613,0.04071269,0.1425268
8,0.7515613,0.06283809,0.1398753
9,0.7515613,0.06487732,0.1491385
10,0.7515613,0.099529244,0.15996875
11,0.7515613,0.09687838,0.15781677
12,0.7515613,0.121113084,0.10919227
13,0.7515613,0.13000314,0.12746818
14,0.7515613,0.17776638,0.10578115
15,0.7515613,0.13938898,0.14148234
16,0.7515613,0.17709675,0.10635439
17,0.7515613,0.1873166,0.12541388
18,0.7515613,0.20743263,0.099500366
19,0.7515613,0.16335087,0.11624319
20,0.7978699,0.21485685,0.07551268
21,0.7978699,0.22907902,0.07880157
22,0.7978699,0.22827113,0.093375325
23,0.7978699,0.24126497,0.09361817
24,0.7978699,0.17511511,0.14131849
25,0.7978699,0.22998244,0.099876635
26,0.7978699,0.23883118,0.08153581
27,0.7978699,0.21064481,0.10295598
28,0.7978699,0.20766123,0.11569312
29,0.7978699,0.22969435,0.103787094
30,0.7978699,0.2541864,0.07497002
31,0.7978699,0.22879995,0.11445109
32,0.83419126,0.24585855,0.100880645
33,0.83419126,0.2659326,0.09470995
34,0.83419126,0.24772711,0.09269975
35,0.83419126,0.2939356,0.07020592
36,0.83419126,0.2604825,0.1069917
37,0.83419126,0.27573678,0.10531919
38,0.83419126,0.2923444,0.08703353
39,0.83419126,0.2491421,0.12445572
40,0.83419126,0.27133986,0.09314332
41,0.83419126,0.28851938,0.105003856
42,0.83419126,0.28296405,0.12819809
43,0.85605013,0.3076839,0.093270145
44,0.85605013,0.30994698,0.08923083
45,0.85605013,0.31647012,0.09506886
46,0.85605013,0.31401822,0.08340661
47,0.85605013,0.32152462,0.09388828
48,0.85605013,0.37569124,0.059998874
49,0.85605013,0.3371558,0.09221389
50,0.85605013,0.3107468,0.10555133
51,0.85605013,0.31836888,0.08965031
52,0.85605013,0.34185767,0.07599034
53,0.85605013,0.34223554,0.089808345
54,0.85605013,0.35383335,0.10417173
55,0.85605013,0.3689149,0.08651115
56,0.85605013,0.38658494,0.07756073
57,0.85605013,0.39290583,0.071997605
58,0.85605013,0.37762073,0.092820026
59,0.85605013,0.381771,0.09122624
60,0.85605013,0.41660047,0.080883615
61,0.85605013,0.41283345,0.08129576
62,0.85605013,0.38374764,0.09448575
63,0.85605013,0.41219518,0.05296492
64,0.85605013,0.39585865,0.06899335
65,0.85605013,0.4364728,0.061650343
66,0.85605013,0.442546,0.079938404
67,0.85605013,0.44121602,0.081220895
68,0.85605013,0.46408272,0.07456622
69,0.85605013,0.43990228,0.05483085
70,0.85605013,0.4555599,0.05051197
71,0.85605013,0.43979558,0.054374125
72,0.85605013,0.4462524,0.07548066
73,0.85605013,0.45713136,0.07696941
74,0.85605013,0.46664807,0.06462122
75,0.85605013,0.45057636,0.0786239
76,0.85605013,0.46848312,0.05732077
77,0.85605013,0.4853996,0.053279743
78,0.85605013,0.4596304,0.05716504
79,0.85605013,0.49035662,0.04730601
80,0.85605013,0.502742,0.047986463
81,0.85605013,0.49262664,0.05336664
82,0.85605013,0.49667117,0.0472937
83,0.85605013,0.50311255,0.042847358
84,0.85605013,0.5142705,0.0505695
85,0.85605013,0.49055538,0.05218953
86,0.85605013,0.54143447,0.036853198
87,0.85605013,0.5281038,0.05403001
88,0.85605013,0.5228031,0.054283455
89,0.85605013,0.50028193,0.07662297
90,0.85605013,0.5500735,0.039819766
91,0.85605013,0.5247263,0.06478367
92,0.85605013,0.52502775,0.044207145
93,0.85605013,0.52832144,0.031594988
94,0.85605013,0.526912,0.04047586
95,0.85605013,0.50437987,0.044713978
96,0.85605013,0.50609756,0.046750594
97,0.85605013,0.53218764,0.04128763
98,0.85605013,0.48301637,0.12910832
99,0.85605013,0.51905996,0.054547857
100,0.85605013,0.5163263,0.05709298
101,0.85605013,0.5082857,0.07284594
102,0.85605013,0.54865915,0.057363853
103,0.85605013,0.54661596,0.04247069
104,0.85605013,0.5186822,0.057434384
105,0.85605013,0.51967275,0.058854777
106,0.85605013,0.51384765,0.06308327
107,0.8578693,0.5558343,0.061557814
108,0.8578693,0.5840652,0.039013334
109,0.8578693,0.5170416,0.06768913
110,0.8578693,0.54811335,0.04989101
111,0.8578693,0.5585321,0.049645822
112,0.8578693,0.5577492,0.054113705
113,0.8578693,0.5851548,0.041394
114,0.8578693,0.58429074,0.037853245
115,0.8578693,0.57537866,0.048481792
116,0.8578693,0.57718086,0.053699102
117,0.8578693,0.57861006,0.051213462
118,0.8578693,0.58551586,0.037867364
119,0.8578693,0.5646136,0.056775395
120,0.8578693,0.56353956,0.06553616
121,0.8578693,0.58018774,0.044567212
122,0.8578693,0.60479844,0.041530117
123,0.8578693,0.6095632,0.040931698
124,0.8578693,0.5947053,0.036320683
125,0.88629496,0.60974824,0.03756323
126,0.88629496,0.58859134,0.054839674
127,0.88629496,0.57422715,0.05202229
128,0.88629496,0.58213943,0.044811994
129,0.88629496,0.5873735,0.042815387
130,0.88629496,0.59561235,0.042785645
131,0.88629496,0.5963528,0.032684036
132,0.88629496,0.6102622,0.034728106
133,0.88629496,0.5720756,0.037982333
134,0.88629496,0.61266214,0.023410954
135,0.88629496,0.6016348,0.032173842
136,0.88629496,0.6000259,0.041404538
137,0.88629496,0.60935944,0.036954742
138,0.88629496,0.6396788,0.02460219
139,0.88629496,0.62783575,0.03530444
140,0.88629496,0.6065538,0.04144711
141,0.88629496,0.6120602,0.035545893
142,0.88629496,0.61035466,0.03373921
143,0.88629496,0.6365285,0.03142521
144,0.88629496,0.63638586,0.025297495
145,0.88629496,0.61939204,0.034160975
146,0.88629496,0.66558534,0.022144394
147,0.88629496,0.6560696,0.024874434
148,0.88629496,0.64905417,0.027405772
149,0.88629496,0.6279242,0.03825018
150,0.88629496,0.6129844,0.03644964
151,0.88629496,0.6404008,0.028670207
152,0.88629496,0.65785164,0.031987194
153,0.88629496,0.652282,0.022668649
154,0.88629496,0.6495462,0.02891463
155,0.88629496,0.6386594,0.034880765
156,0.88629496,0.6631272,0.023903245
157,0.88629496,0.627501,0.04933425
158,0.88629496,0.64912254,0.026691051
159,0.88629496,0.6626753,0.024405386
160,0.88629496,0.65940744,0.023520947
161,0.88629496,0.67240745,0.017549675
162,0.88629496,0.6590677,0.024303962
163,0.88629496,0.64183486,0.03110467
164,0.88629496,0.62385577,0.033330083
165,0.88629496,0.64494085,0.03859579
166,0.88629496,0.6514685,0.023788132
167,0.88629496,0.6564322,0.01876975
168,0.88629496,0.6529806,0.028005641
169,0.88629496,0.629802,0.03671273
170,0.88629496,0.65727633,0.023513688
171,0.88629496,0.6542332,0.029769123
172,0.88629496,0.66228026,0.024615971
173,0.88629496,0.6628505,0.026385684
174,0.88629496,0.6366694,0.024568683
175,0.88629496,0.6552787,0.028517049
176,0.88629496,0.6424128,0.028767087
177,0.88629496,0.6810367,0.012384452
178,0.88629496,0.6752783,0.014262582
179,0.88629496,0.6675158,0.021572985
180,0.88629496,0.68384224,0.017998561
181,0.88629496,0.6558108,0.03432793
182,0.88629496,0.64583224,0.033528604
183,0.88629496,0.6304768,0.046026498
184,0.88629496,0.6569084,0.027311651
185,0.88629496,0.6916807,0.016319225
186,0.88629496,0.6837219,0.02378144
187,0.88629496,0.66690713,0.02839354
188,0.88629496,0.6787227,0.021576464
189,0.88629496,0.684049,0.020936767
190,0.88629496,0.6792564,0.01851178
191,0.88629496,0.7023937,0.01196619
192,0.88629496,0.6805665,0.024732994
193,0.88629496,0.6798838,0.022641445
194,0.88629496,0.6691507,0.022663279
195,0.88629496,0.69143754,0.019280339
196,0.88629496,0.6933329,0.021910356
197,0.88629496,0.67665654,0.022195846
198,0.88629496,0.68718153,0.01878053
199,0.88629496,0.7074063,0.028723538
