Generation,Maximum Fitness,Average Fitness,Variance
0,0.611012,-0.035669092,0.12001112
1,0.611012,-0.0026821375,0.11890067
2,0.611012,-0.011309896,0.14352964
3,0.611012,0.0028567023,0.114517905
4,0.611012,0.03397563,0.10174962
5,0.611012,0.04395665,0.10502874
6,0.611012,0.0745005,0.09659505
7,0.67967534,0.08090064,0.12746654
8,0.6976887,0.1226444,0.084469765
9,0.6976887,0.12241264,0.090806656
10,0.6976887,0.09603203,0.12831616
11,0.6976887,0.12538114,0.11075881
12,0.6976887,0.16768627,0.06613376
13,0.7117512,0.14709717,0.11208662
14,0.7117512,0.15908325,0.10365301
15,0.7117512,0.13403434,0.114729024
16,0.78607833,0.1361956,0.12591189
17,0.78607833,0.20673914,0.08270546
18,0.78607833,0.2137322,0.10475429
19,0.78607833,0.19224732,0.108075865
20,0.78607833,0.19706705,0.10042079
21,0.78607833,0.18844245,0.107660234
22,0.78607833,0.19103962,0.13741726
23,0.78607833,0.24082157,0.11882666
24,0.78607833,0.21704805,0.10364509
25,0.78607833,0.2423618,0.09616675
26,0.78607833,0.22226116,0.123679414
27,0.78607833,0.21210648,0.11345377
28,0.78607833,0.22793062,0.11664492
29,0.78607833,0.24387127,0.091719784
30,0.78607833,0.2737985,0.08905451
31,0.78607833,0.26945117,0.08214981
32,0.78607833,0.28139973,0.08647674
33,0.78607833,0.3050291,0.07849737
34,0.78607833,0.31329334,0.07523412
35,0.78607833,0.26071215,0.09943958
36,0.78607833,0.27177945,0.09038764
37,0.78607833,0.29888847,0.089087136
38,0.78607833,0.2883257,0.087931
39,0.78607833,0.2987324,0.089478
40,0.78607833,0.31385544,0.09201307
41,0.78607833,0.33702907,0.062944435
42,0.78607833,0.33890283,0.06140353
43,0.78607833,0.33645856,0.07067343
44,0.78607833,0.28287703,0.116210766
45,0.78607833,0.32399672,0.08903639
46,0.78607833,0.29925466,0.07909978
47,0.78607833,0.2745997,0.09283192
48,0.78607833,0.34044498,0.08204548
49,0.78607833,0.34317407,0.07411279
50,0.78607833,0.36300194,0.057736825
51,0.78607833,0.36283603,0.067167774
52,0.78607833,0.37386188,0.07025734
53,0.78607833,0.3365334,0.08007456
54,0.78607833,0.3478073,0.09430398
55,0.78607833,0.3651,0.084434636
56,0.78607833,0.38576755,0.07161828
57,0.78607833,0.37863654,0.071498945
58,0.78607833,0.36069575,0.096303895
59,0.78607833,0.36964455,0.08609621
60,0.78607833,0.39200684,0.06611844
61,0.78607833,0.42222133,0.07087686
62,0.78607833,0.40703046,0.07364412
63,0.78607833,0.38783085,0.08291037
64,0.78607833,0.42055058,0.054780025
65,0.78607833,0.41177747,0.063340254
66,0.78607833,0.38442516,0.07664951
67,0.78607833,0.43163392,0.04975263
68,0.78607833,0.44109976,0.07881153
69,0.78607833,0.4329195,0.061414484
70,0.78607833,0.44324356,0.05757912
71,0.78607833,0.4581575,0.0634985
72,0.78607833,0.47107565,0.034301616
73,0.78607833,0.42047948,0.09319963
74,0.78607833,0.43755943,0.069970824
75,0.78607833,0.45723793,0.05745442
76,0.80343974,0.41574284,0.069489405
77,0.80343974,0.4735297,0.050104193
78,0.80680496,0.4677864,0.05299412
79,0.80680496,0.42376554,0.06735456
80,0.80680496,0.48386693,0.04622324
81,0.80680496,0.46689624,0.065264575
82,0.80680496,0.46621308,0.060289115
83,0.80680496,0.47137392,0.0636127
84,0.80680496,0.45569947,0.07233717
85,0.80680496,0.46967167,0.07897395
86,0.80680496,0.47486505,0.056308422
87,0.80680496,0.52187383,0.03585811
88,0.80680496,0.48909023,0.056471515
89,0.80680496,0.48196846,0.055129435
90,0.80680496,0.47963494,0.06324421
91,0.80680496,0.49424526,0.051069148
92,0.80680496,0.5011557,0.07578822
93,0.80680496,0.49390152,0.076221675
94,0.80680496,0.49834248,0.056186464
95,0.80680496,0.4712666,0.07443166
96,0.80680496,0.46583977,0.063568324
97,0.80680496,0.5049544,0.044803437
98,0.80680496,0.48666233,0.05504436
99,0.80680496,0.504519,0.048179448
100,0.80680496,0.49091458,0.06385084
101,0.8242417,0.5338904,0.04455369
102,0.8242417,0.5535314,0.033159237
103,0.84409636,0.5185006,0.055434935
104,0.84851056,0.53298515,0.041794065
105,0.84851056,0.5422875,0.05168989
106,0.84851056,0.53306043,0.062709965
107,0.84851056,0.5399947,0.039316677
108,0.84851056,0.5582264,0.036807243
109,0.84851056,0.5433319,0.042475022
110,0.84851056,0.4788498,0.08324518
111,0.84851056,0.53369004,0.045602795
112,0.84851056,0.53612834,0.045265906
113,0.84851056,0.54972374,0.055703875
114,0.84851056,0.5442954,0.060300283
115,0.84851056,0.5577655,0.038150407
116,0.84851056,0.54635847,0.048337005
117,0.84851056,0.5682978,0.06274734
118,0.84851056,0.5935579,0.031836532
119,0.84851056,0.5785895,0.039564166
120,0.84851056,0.55767334,0.05868275
121,0.84851056,0.5759886,0.048904818
122,0.84851056,0.5784418,0.035403922
123,0.84851056,0.5554649,0.05088752
124,0.84851056,0.55477464,0.043096412
125,0.84851056,0.59066594,0.037565548
126,0.865607,0.5771751,0.038354293
127,0.865607,0.581808,0.042972565
128,0.865607,0.5796024,0.03856023
129,0.865607,0.5755063,0.037138756
130,0.865607,0.56450176,0.044935536
131,0.865607,0.58909845,0.03104232
132,0.865607,0.5967995,0.03495757
133,0.865607,0.5700552,0.043870464
134,0.865607,0.5576708,0.055720653
135,0.865607,0.55825347,0.06003582
136,0.865607,0.5728767,0.049871467
137,0.865607,0.5836903,0.037806403
138,0.865607,0.6085614,0.030474877
139,0.865607,0.58918995,0.035903245
140,0.865607,0.5767424,0.04787225
141,0.865607,0.5685262,0.0664454
142,0.865607,0.58168304,0.05159873
143,0.865607,0.61490774,0.026757848
144,0.865607,0.59058243,0.034863815
145,0.865607,0.6035721,0.03571867
146,0.865607,0.5932513,0.039700758
147,0.865607,0.6010795,0.034181748
148,0.865607,0.64120454,0.01776355
149,0.865607,0.616155,0.038790878
150,0.865607,0.600983,0.04147528
151,0.865607,0.62383,0.028251525
152,0.865607,0.6430919,0.023774656
153,0.865607,0.6262205,0.025966669
154,0.865607,0.6234855,0.025772573
155,0.865607,0.6257408,0.051791392
156,0.865607,0.6180203,0.025778128
157,0.865607,0.6147899,0.029722642
158,0.865607,0.6435887,0.02015181
159,0.865607,0.63923264,0.025732605
160,0.865607,0.6474342,0.029162804
161,0.865607,0.61149836,0.04300682
162,0.865607,0.58151674,0.052743085
163,0.865607,0.59530836,0.045537017
164,0.865607,0.62031066,0.04401426
165,0.865607,0.6023664,0.051278424
166,0.865607,0.6237613,0.033990957
167,0.865607,0.60402054,0.039766297
168,0.865607,0.6199716,0.03869264
169,0.865607,0.6425068,0.023299256
170,0.865607,0.63377357,0.026489485
171,0.865607,0.6420605,0.0253032
172,0.865607,0.66495967,0.019375606
173,0.865607,0.6445419,0.020592574
174,0.865607,0.6634901,0.022613714
175,0.865607,0.6472828,0.037025597
176,0.865607,0.680618,0.020160908
177,0.865607,0.6616592,0.025446404
178,0.865607,0.6479196,0.03322512
179,0.865607,0.65296096,0.030602733
180,0.865607,0.65104425,0.023062212
181,0.865607,0.6675911,0.020564806
182,0.865607,0.6589225,0.025129048
183,0.865607,0.6427786,0.03705081
184,0.865607,0.6715854,0.023896212
185,0.865607,0.6693695,0.024451036
186,0.865607,0.66620326,0.020533167
187,0.865607,0.63581663,0.048594262
188,0.865607,0.6673669,0.019977788
189,0.865607,0.6686368,0.022263994
190,0.865607,0.6509049,0.028317835
191,0.865607,0.6657342,0.03063817
192,0.865607,0.6453016,0.038651727
193,0.865607,0.6325289,0.0379422
194,0.865607,0.62520784,0.052809425
195,0.87721777,0.63500357,0.06075356
196,0.87721777,0.6607319,0.027809562
197,0.87721777,0.6256198,0.053226914
198,0.87721777,0.6324463,0.058168713
199,0.87721777,0.65641767,0.032243542
