Generation,Maximum Fitness,Average Fitness,Variance
0,0.7897984,-0.040666524,0.20454958
1,0.7897984,0.0072292234,0.17274204
2,0.7897984,-0.011176247,0.1871194
3,0.7897984,-0.02423432,0.21345557
4,0.7897984,0.04748607,0.17367138
5,0.7897984,0.06368744,0.17193158
6,0.7897984,0.06911708,0.18854016
7,0.7897984,0.07893541,0.18945014
8,0.7897984,0.06841441,0.19310705
9,0.7897984,0.11566401,0.17481329
10,0.7897984,0.1575387,0.17507897
11,0.7897984,0.16774745,0.18976586
12,0.7897984,0.15544069,0.23212363
13,0.7897984,0.12603976,0.2420079
14,0.7897984,0.10529485,0.2658989
15,0.8152419,0.1337961,0.2903612
16,0.8152419,0.15799004,0.22062317
17,0.8152419,0.19013275,0.1687777
18,0.8152419,0.21960795,0.15005071
19,0.8152419,0.18427892,0.1702854
20,0.8152419,0.22288533,0.13769569
21,0.8152419,0.18838379,0.17718829
22,0.8152419,0.23749901,0.12275078
23,0.8152419,0.24097136,0.14743096
24,0.8152419,0.272634,0.14378257
25,0.8152419,0.28812855,0.1217966
26,0.8152419,0.31536084,0.16338873
27,0.8152419,0.29828462,0.1867205
28,0.8152419,0.27590218,0.17490749
29,0.8152419,0.30660975,0.14014173
30,0.8152419,0.36768666,0.09021763
31,0.8152419,0.36621314,0.10999134
32,0.8152419,0.39226326,0.105540484
33,0.86745554,0.3712579,0.12557279
34,0.86745554,0.4240701,0.098843716
35,0.86745554,0.43666944,0.077409916
36,0.86745554,0.41011983,0.07663395
37,0.86745554,0.2867134,0.2173979
38,0.86745554,0.33734128,0.20235145
39,0.86745554,0.3641137,0.12409791
40,0.86745554,0.40324765,0.0978417
41,0.86745554,0.37674674,0.12690979
42,0.86745554,0.37056258,0.12586935
43,0.86745554,0.3586705,0.13803297
44,0.86745554,0.38096172,0.116031714
45,0.86745554,0.35320717,0.13154204
46,0.86745554,0.3870572,0.09941423
47,0.86745554,0.3939517,0.11964618
48,0.86745554,0.43018413,0.08786876
49,0.86745554,0.45501602,0.0860483
50,0.86745554,0.40728202,0.12016592
51,0.86745554,0.39180315,0.1373279
52,0.86745554,0.42733735,0.12352844
53,0.86745554,0.42030212,0.14599445
54,0.86745554,0.4426928,0.10294102
55,0.86745554,0.42239976,0.1668371
56,0.86745554,0.462031,0.09806129
57,0.86745554,0.44105408,0.12146464
58,0.86745554,0.44870162,0.10927449
59,0.86745554,0.4607359,0.090829715
60,0.86745554,0.44597444,0.10484636
61,0.86745554,0.48852494,0.070545256
62,0.86745554,0.49516228,0.092699945
63,0.86745554,0.4898986,0.07193906
64,0.86745554,0.46597195,0.11016746
65,0.86745554,0.46711498,0.08929194
66,0.86745554,0.4464121,0.111500636
67,0.86745554,0.5041907,0.07975541
68,0.86745554,0.50633204,0.072347105
69,0.86745554,0.507905,0.0683154
70,0.86745554,0.538142,0.052571744
71,0.86745554,0.5450641,0.051279195
72,0.86745554,0.5537217,0.05418385
73,0.86745554,0.5310623,0.055350404
74,0.86745554,0.5538334,0.046451073
75,0.86745554,0.53586245,0.07106601
76,0.86745554,0.54439646,0.07325248
77,0.86745554,0.57087225,0.059614245
78,0.86745554,0.5568964,0.07229769
79,0.86745554,0.4927201,0.10911676
80,0.86745554,0.557199,0.07098091
81,0.86745554,0.5464218,0.0892276
82,0.86745554,0.56700796,0.06290442
83,0.86745554,0.5483339,0.083230644
84,0.86745554,0.56718194,0.06509422
85,0.86745554,0.53127855,0.08439746
86,0.86745554,0.5514565,0.07567713
87,0.86745554,0.5968897,0.045017987
88,0.86745554,0.5768102,0.0565705
89,0.86745554,0.5870713,0.048815157
90,0.86745554,0.5942988,0.06669219
91,0.86745554,0.58288115,0.055681136
92,0.86745554,0.5875573,0.044557393
93,0.86745554,0.6021221,0.05197778
94,0.86745554,0.59930795,0.04267118
95,0.86745554,0.5837051,0.050015997
96,0.87110716,0.588492,0.057009384
97,0.87110716,0.59205866,0.05062478
98,0.87110716,0.59772336,0.051932003
99,0.87110716,0.59869814,0.043211773
100,0.87110716,0.6195604,0.03574323
101,0.87110716,0.601432,0.052583892
102,0.87110716,0.60604095,0.040932197
103,0.87110716,0.6424823,0.026035365
104,0.87110716,0.6304338,0.031041797
105,0.87110716,0.5976828,0.051381182
106,0.87110716,0.6077321,0.04179281
107,0.87110716,0.61420697,0.03662545
108,0.87110716,0.61897725,0.040452987
109,0.87110716,0.6191848,0.03843455
110,0.87110716,0.57275116,0.12286989
111,0.87110716,0.61951905,0.06239611
112,0.87110716,0.61400867,0.07073011
113,0.87110716,0.625623,0.077454254
114,0.87110716,0.63701826,0.047825325
115,0.87110716,0.6285579,0.042255107
116,0.87110716,0.63534707,0.052551184
