ID,Fitness,gene 0,gene 1,gene 2,gene 3,gene 4,gene 5,gene 6,gene 7,gene 8,gene 9,gene 10,gene 11,gene 12,gene 13,gene 14,gene 15,gene 16,gene 17,gene 18,gene 19,gene 20,gene 21,gene 22,gene 23,gene 24,gene 25,gene 26
0,0.62717175,0.26534462,0.2787261,0.4200356,-0.5200295,-0.7878835,-0.53920245,-0.38926297,-0.30068034,-0.57939774,0.4428463,0.8183768,0.32282805,-0.30834663,0.9585885,-0.35366237,0.86767197,0.012424707,-0.37476224,-0.2057867,0.32285392,0.052674294,0.38859904,0.12766576,-0.56636953,0.6265017,-0.14116424,0.1849308
1,0.63757503,0.26534462,0.2787261,0.27184463,-0.5741335,0.22066247,-0.53920245,-0.38926297,-0.18918914,-0.53626716,0.4428463,0.8183768,-0.37304842,-0.30834663,0.9585885,-0.35366237,0.86767197,0.095044136,-0.37476224,-0.2057867,0.32285392,0.052674294,0.38859904,0.4084965,-0.56636953,0.11615205,-0.14116424,0.1849308
2,0.80171764,0.26534462,-0.5437813,0.27184463,-0.5741335,0.22066247,-0.53920245,-0.38926297,-0.30068034,-0.57939774,0.4428463,0.8183768,-0.37304842,0.48168468,0.9585885,-0.35366237,0.86767197,0.095044136,-0.37476224,0.36798167,0.32285392,0.2956438,0.38859904,0.12766576,-0.56636953,0.11615205,-0.14116424,0.1849308
3,0.88947254,0.622638,0.2787261,0.27184463,-0.5741335,0.22066247,-0.53920245,0.09336984,-0.30068034,-0.57939774,0.4428463,0.4057616,0.32282805,-0.30834663,0.9585885,-0.35366237,0.28284502,0.012424707,-0.37476224,0.59749746,0.32285392,0.052674294,0.2891084,0.4084965,-0.56636953,0.11615205,-0.14116424,0.1849308
4,0.73189825,0.622638,-0.5437813,0.27184463,-0.5200295,0.22066247,-0.53920245,-0.38926297,-0.18918914,-0.57939774,0.4428463,0.8183768,0.32282805,-0.30834663,0.9585885,-0.35366237,0.28284502,0.095044136,-0.56372035,0.36798167,0.32285392,0.052674294,0.38859904,0.12766576,-0.56636953,0.11615205,-0.14116424,0.1849308
5,0.5926496,0.622638,0.2787261,0.27184463,-0.5200295,0.22066247,-0.53920245,0.09336984,-0.30068034,-0.53626716,0.4428463,0.4057616,0.32282805,-0.30834663,0.9585885,-0.35366237,0.28284502,0.012424707,-0.56372035,0.36798167,0.32285392,0.052674294,0.38859904,0.4084965,-0.56636953,0.11615205,-0.14116424,0.1849308
6,0.6357579,0.622638,0.2787261,0.27184463,-0.5200295,0.22066247,-0.53920245,-0.38926297,-0.30068034,-0.53626716,0.4428463,0.8183768,0.32282805,-0.30834663,0.9585885,-0.35366237,0.28284502,0.095044136,-0.56372035,0.36798167,0.32285392,0.052674294,0.38859904,0.12766576,-0.56636953,0.11615205,-0.14116424,0.1849308
7,0.89548665,0.622638,0.2787261,0.27184463,-0.5200295,0.22066247,-0.53920245,0.09336984,-0.30068034,-0.57939774,0.4428463,0.4057616,0.32282805,-0.30834663,0.9585885,-0.35366237,0.28284502,0.095044136,-0.56372035,0.6540768,0.32285392,0.2956438,0.2891084,0.4084965,-0.56636953,0.11615205,-0.14116424,0.73289084
8,0.9159692,0.622638,0.2787261,0.27184463,-0.5200295,0.22066247,-0.53920245,0.09336984,-0.30068034,-0.53626716,0.4428463,0.4057616,0.32282805,-0.30834663,0.9585885,-0.35366237,0.28284502,0.095044136,-0.56372035,0.36798167,0.32285392,0.052674294,0.38859904,0.4084965,-0.56636953,0.11615205,-0.14116424,0.73289084
9,0.72198075,0.622638,0.2787261,0.27184463,-0.5200295,0.22066247,-0.53920245,0.09336984,-0.30068034,-0.53626716,0.4428463,0.4057616,-0.37304842,-0.30834663,0.9585885,-0.35366237,0.28284502,0.095044136,-0.37476224,0.36798167,0.32285392,0.052674294,0.2891084,0.4084965,-0.56636953,0.11615205,-0.14116424,0.73289084
10,0.744084,0.622638,0.50743794,0.7819623,0.7829491,0.22066247,-0.53920245,0.09336984,-0.30068034,-0.53626716,0.4428463,0.4057616,0.32282805,0.5750723,0.9585885,-0.35366237,0.28284502,0.095044136,-0.56372035,0.59749746,0.32285392,0.2956438,0.2891084,0.4084965,-0.56636953,0.11615205,-0.14116424,0.73289084
