ID,Fitness,gene 0,gene 1,gene 2,gene 3,gene 4,gene 5,gene 6,gene 7,gene 8,gene 9,gene 10,gene 11,gene 12,gene 13,gene 14,gene 15,gene 16,gene 17,gene 18,gene 19,gene 20,gene 21,gene 22,gene 23,gene 24,gene 25,gene 26
0,0.7244854,-0.32614213,-0.13660371,-0.805991,0.20639706,-0.239523,-0.8473598,0.10433352,0.7214222,0.8315238,-0.13332957,0.44100654,0.713925,0.20513892,0.9865788,-0.19335091,-0.28937012,-0.7200519,0.4763708,0.83678365,0.58728516,-0.6658596,0.50717974,-0.5790208,-0.8695274,-0.088778675,-0.7404816,0.83915985
1,-0.7101681,-0.32614213,-0.13660371,-0.40010363,-0.5459633,-0.239523,-0.8473598,-0.33734012,0.5222311,0.8315238,-0.13332957,-4.990101E-4,0.713925,-0.47613794,0.84873104,-0.51890886,-0.13637382,-0.014296472,0.4763708,0.83678365,0.7108631,-0.09259951,-0.6692227,-0.08246821,-0.8695274,-0.088778675,-0.41082823,-0.73095626
2,0.83007264,-0.32614213,-0.13660371,-0.88585925,0.20639706,-0.239523,0.3560903,0.10433352,0.5222311,-0.05678743,-0.13332957,0.38477707,0.713925,0.20513892,0.84873104,-0.19335091,-0.28937012,-0.014296472,0.4763708,0.83678365,0.58728516,-0.09259951,0.50717974,-0.08246821,-0.8695274,-0.088778675,-0.41082823,-0.73095626
3,0.86727226,-0.32614213,-0.13660371,-0.33462894,-0.5459633,-0.239523,-0.20606619,-0.4142396,0.7214222,0.8315238,-0.13332957,0.44100654,-0.5170146,0.20513892,0.84873104,-0.19335091,-0.28937012,-0.014296472,0.4763708,0.83678365,0.58728516,-0.6658596,-0.45373762,-0.5790208,0.8792411,-0.088778675,-0.41082823,0.83915985
4,0.5234405,-0.32614213,-0.13660371,-0.33462894,0.90715337,0.6529572,-0.20606619,0.10433352,0.5222311,0.8315238,-0.13332957,-4.990101E-4,0.713925,0.20513892,0.84873104,-0.19335091,-0.28937012,-0.014296472,0.4763708,0.83678365,0.58728516,-0.09259951,-0.6692227,-0.5790208,0.8792411,-0.088778675,-0.41082823,0.83915985
5,0.6286861,-0.32614213,-0.13660371,-0.88585925,0.90721464,0.6529572,0.3560903,-0.33734012,0.5222311,0.8315238,-0.13332957,0.38477707,0.713925,0.20513892,0.84873104,-0.19335091,-0.28937012,-0.014296472,0.4763708,0.008724213,0.58728516,-0.09259951,-0.6692227,-0.5790208,0.8792411,-0.088778675,-0.41082823,-0.73095626
6,-0.0203619,-0.32614213,0.42904198,-0.88585925,-0.5459633,-0.239523,-0.20606619,-0.4142396,0.5222311,0.8315238,-0.13332957,-4.990101E-4,0.713925,0.20513892,0.84873104,-0.19335091,-0.37880266,-0.014296472,0.4763708,0.83678365,0.58728516,-0.2218607,-0.6692227,0.54352736,-0.8695274,-0.088778675,-0.42340165,-0.73095626
7,0.4973256,0.06636524,-0.13660371,-0.88585925,-0.5459633,-0.239523,0.3560903,0.10433352,0.5222311,0.8315238,0.222206,-4.990101E-4,-0.5170146,0.20513892,0.84873104,0.34082222,-0.28937012,-0.014296472,0.4763708,0.008724213,0.58728516,-0.2218607,-0.45373762,-0.5321754,0.8792411,-0.088778675,-0.42340165,0.83915985
8,0.8295948,-0.32614213,-0.051130712,-0.33462894,0.3203256,-0.239523,0.3560903,-0.4142396,0.5222311,0.8315238,-0.13332957,0.19031787,0.713925,0.20513892,0.84873104,-0.22064638,-0.28937012,-0.93120056,0.9367721,0.008724213,0.54899037,-0.09259951,-0.45373762,0.54352736,0.2003094,-0.088778675,-0.41082823,0.83915985
9,0.8562195,0.06636524,-0.13660371,-0.33462894,0.90715337,-0.239523,0.3560903,-0.33734012,0.5222311,0.8315238,0.222206,0.19031787,0.713925,0.20513892,0.84873104,0.34082222,-0.28937012,-0.93120056,0.861313,0.008724213,0.58728516,-0.2218607,-0.45373762,0.54352736,0.8792411,-0.088778675,-0.42340165,-0.73095626
